# Data extracted from SKA-TEL-INSA-0000537 Rev 04 (PDF file).
# This revision corresponds to ECP-180002.
#
# Columns:
#
#   1) MeerKAT/SKA1 antenna number
#   2) Longitude (degrees)
#   3) Latitude (degrees)
#
# Note the first entry is the position of the centre of the array
# (assumed to be the same as antenna M000).
#
Centre	21.4438031	-30.7129252
M000	21.4438031	-30.7129252
M001	21.4439009	-30.7126053
M002	21.4435544	-30.7130784
M003	21.4431947	-30.7128804
M004	21.4425992	-30.7133365
M005	21.4428239	-30.7136089
M006	21.4436985	-30.7137203
M007	21.4429543	-30.7146877
M008	21.4429127	-30.7158809
M009	21.4442268	-30.7144023
M010	21.4448090	-30.7156723
M011	21.4447659	-30.7142314
M012	21.4453506	-30.7143767
M013	21.4463607	-30.7146042
M014	21.4468190	-30.7136326
M015	21.4460885	-30.7130315
M016	21.4468974	-30.7127321
M017	21.4459730	-30.7120682
M018	21.4449927	-30.7132730
M019	21.4456722	-30.7136279
M020	21.4449023	-30.7137580
M021	21.4407999	-30.7140072
M022	21.4405253	-30.7123380
M023	21.4399959	-30.7110509
M024	21.4402247	-30.7097024
M025	21.4419899	-30.7090209
M026	21.4428562	-30.7109017
M027	21.4443123	-30.7112644
M028	21.4433554	-30.7118418
M029	21.4429627	-30.7121746
M030	21.4456767	-30.7100276
M031	21.4464625	-30.7102101
M032	21.4487038	-30.7094729
M033	21.4499503	-30.7032637
M034	21.4476237	-30.7113107
M035	21.4479205	-30.7126872
M036	21.4479424	-30.7136776
M037	21.4478590	-30.7151979
M038	21.4461161	-30.7161882
M039	21.4465384	-30.7163964
M040	21.4436094	-30.7174789
M041	21.4408880	-30.7170230
M042	21.4401137	-30.7152067
M043	21.4373145	-30.7122126
M044	21.4345360	-30.7056401
M045	21.4247587	-30.7086493
M046	21.4285756	-30.6952554
M047	21.4378530	-30.7157209
M048	21.4146123	-30.6868209
M049	21.4062527	-30.7071143
M050	21.4224656	-30.7186625
M051	21.4350137	-30.7179944
M052	21.4376965	-30.7214148
M053	21.4439873	-30.7228197
M054	21.4529914	-30.7155632
M055	21.4564328	-30.7101845
M056	21.4605717	-30.7068455
M057	21.4469636	-30.6816559
M058	21.4731677	-30.6868209
M059	21.4823637	-30.7042055
M060	21.4795887	-30.7276489
M061	21.4437177	-30.7320127
M062	21.4288489	-30.7336345
M063	21.4081913	-30.7276489
SKA001	21.4494120	-30.7132900
SKA002	21.4432140	-30.7115440
SKA003	21.4423420	-30.7109660
SKA004	22.2207973	-30.2690227
SKA005	20.8933859	-30.2622409
SKA006	21.1123432	-30.2606717
SKA007	21.2829904	-30.3030725
SKA008	20.5973755	-30.3086592
SKA009	21.4236039	-30.3609729
SKA010	21.4811853	-30.4373526
SKA011	22.1622687	-30.5015692
SKA012	21.5369520	-30.4952379
SKA013	21.5766353	-30.5608503
SKA014	21.5685199	-30.6225777
SKA015	21.3742140	-30.6385840
SKA016	21.3258436	-30.6437272
SKA017	21.4063313	-30.6429630
SKA018	21.4264267	-30.6536853
SKA019	21.2768551	-30.6589218
SKA020	21.4517672	-30.6593164
SKA021	22.0497723	-30.6619131
SKA022	21.5738507	-30.6696026
