,01c,01s,02A,02B,13c,13s [Bmax=40000],14c,14s,15c,15s [Bmax=13000],22,27,33,37a,37b,37c,38a,38b,max_Band5_MID_continuum,max_Band5_MID_spectral,max_LOW_continuum,max_LOW_spectral,max_MID_continuum,max_MID_spectral
Delta W snapshot5 [lambda],13.12629808497783,28.091753670036336,13.156911181288121,13.156911181288121,727.9829653555042,1903.386434692459,1490.6128914502494,2119.179682871468,1626.5903680126403,1008.428182881342,43560.26446696848,1130.9142892263067,1130.9142892263067,1360.0430376131164,1360.0430376131164,1244.6358946462253,30156.460961136392,30156.460961136392,41529.223751949416,66986.42445015302,14.734977350066318,26.793152727438805,291.39543816434434,511.20936927110364
Delta W snapshot6 [lambda],19.159503415961428,41.00349138173006,19.204187127967135,19.204187127967135,1143.9732312729352,2175.2987825056675,2342.391686564678,3330.1395016551633,2556.0705783055773,1584.6728588135375,68451.84416237904,1777.1510259270533,1777.1510259270533,2137.2104876777544,2137.2104876777544,1955.8564058726397,47388.72436750004,47388.72436750004,65260.208753063365,105264.3812788119,21.507575635189966,39.1080179561995,457.90711711539825,803.3290088545914
Delta W snapshot7 [lambda],32.61192070801945,69.79317681996605,32.687978090156825,32.687978090156825,1559.963497190366,4078.6852171981263,3194.170481679106,4541.099320438859,3485.550788598515,2160.9175347457326,93343.4238577896,2423.3877626278,2423.3877626278,2914.377937742392,2914.377937742392,2667.0769170990543,64620.9877738637,64620.9877738637,88991.19375417732,143542.33810747077,36.60863937904675,66.56683907438212,624.4187960664522,1095.4486484380793
Delta W snapshot8 [lambda],,,,,1871.9561966284393,4894.422260637752,3833.0045780149276,5449.319184526631,4182.660946318218,2593.1010416948793,112012.10862934752,2908.06531515336,2908.06531515336,3497.2535252908706,3497.2535252908706,3200.492300518865,77545.18532863643,77545.18532863643,106789.43250501278,172250.80572896492,,,749.3025552797426,1314.538378125695
Delta W snapshot9 [lambda],,,,,2287.9464625458704,5982.071651890586,4684.783373129356,6660.2790033103265,5112.141156611155,3169.345717627075,136903.68832475808,3554.3020518541066,3554.3020518541066,4274.420975355509,4274.420975355509,3911.7128117452794,94777.44873500009,94777.44873500009,130520.41750612673,210528.7625576238,,,915.8142342307965,1606.6580177091828
Delta W snapshot10 [lambda],,,,,2703.9367284633013,7069.72104314342,5536.562168243784,7871.238822094023,6041.621366904093,3745.59039355927,161795.26802016865,4200.538788554853,4200.538788554853,5051.588425420146,5051.588425420146,4622.933322971694,112009.71214136374,112009.71214136374,154251.40250724068,248806.71938628267,,,1082.3259131818504,1898.7776572926707
Delta W snapshot11 [lambda],,,,,3119.926994380732,8157.370434396253,6388.340963358212,9082.198640877717,6971.10157719703,4321.835069491465,186686.8477155792,4846.7755252556,4846.7755252556,5828.755875484784,5828.755875484784,5334.153834198109,129241.9755477274,129241.9755477274,177982.38750835464,287084.67621494154,,,1248.8375921329043,2190.8972968761586
Delta W max0 [lambda],1.9974801433661913,4.274832080222921,2.0021386580221057,2.0021386580221057,103.99756647935774,271.91234781320844,212.94469877860706,302.7399546959239,232.37005257323432,144.06116898304884,6222.89492385264,161.55918417518666,161.55918417518666,194.29186251615948,194.29186251615948,177.80512780660362,4308.065851590914,4308.065851590914,5932.746250278487,9569.489207164717,2.2422791619666134,4.077218893305905,41.62791973776348,73.02990989587195
Delta W max1 [lambda],2.8943079628367263,6.194144442771988,2.901058055501418,2.901058055501418,155.9963497190366,407.86852171981263,319.4170481679106,454.1099320438859,348.55507885985145,216.0917534745733,9334.34238577896,242.33877626278002,242.33877626278002,291.4377937742392,291.4377937742392,266.7076917099054,6462.09877738637,6462.09877738637,8899.119375417731,14354.233810747077,3.2490167448903993,5.907806967851413,62.441879606645216,109.54486484380793
Delta W max2 [lambda],4.239549692042528,9.073112986595588,4.249437151720387,4.249437151720387,207.9951329587155,543.8246956264169,425.8893975572141,605.4799093918479,464.74010514646864,288.1223379660977,12445.78984770528,323.1183683503733,323.1183683503733,388.58372503231897,388.58372503231897,355.61025561320724,8616.131703181827,8616.131703181827,11865.492500556975,19138.978414329435,4.759123119276078,8.653689079669675,83.25583947552695,146.0598197917439
Delta W max3 [lambda],6.155500033638671,13.173462124768593,6.169855864517101,6.169855864517101,311.9926994380732,815.7370434396253,638.8340963358212,908.2198640877718,697.1101577197029,374.55903935592704,18668.68477155792,484.67755252556003,484.67755252556003,582.8755875484784,582.8755875484784,533.4153834198108,12924.19755477274,12924.19755477274,17798.238750835462,28708.467621494154,6.909880682795075,12.564490875289625,124.88375921329043,219.08972968761586
Delta W max4 [lambda],9.009043095590373,19.280365096515624,9.030053947405824,9.030053947405824,519.9878323967887,1359.561739066042,1064.7234938930353,1513.6997734796198,1161.8502628661715,720.3058449152443,31114.4746192632,807.7959208759333,807.7959208759333,971.4593125807974,971.4593125807974,889.025639033018,21540.329257954567,21540.329257954567,29663.73125139244,47847.44603582359,10.113136628461666,18.38908929429806,208.1395986888174,365.14954947935973
Delta W max5 [lambda],13.12629808497783,28.091753670036336,13.156911181288121,13.156911181288121,727.9829653555042,1903.386434692459,1490.6128914502494,2119.179682871468,1626.5903680126403,1008.428182881342,43560.26446696848,1130.9142892263067,1130.9142892263067,1360.0430376131164,1360.0430376131164,1244.6358946462253,30156.460961136392,30156.460961136392,41529.223751949416,66986.42445015302,14.734977350066318,26.793152727438805,291.39543816434434,511.20936927110364
Delta W max6 [lambda],19.159503415961428,41.00349138173006,19.204187127967135,19.204187127967135,1143.9732312729352,2175.2987825056675,2342.391686564678,3330.1395016551633,2556.0705783055773,1584.6728588135375,68451.84416237904,1777.1510259270533,1777.1510259270533,2137.2104876777544,2137.2104876777544,1955.8564058726397,47388.72436750004,47388.72436750004,65260.208753063365,105264.3812788119,21.507575635189966,39.1080179561995,457.90711711539825,803.3290088545914
Delta W max7 [lambda],33.47075398311001,69.79317681996605,33.47075398311001,33.47075398311001,1559.963497190366,4078.6852171981263,3194.170481679106,4541.099320438859,3485.550788598515,2160.9175347457326,93343.4238577896,2423.3877626278,2423.3877626278,2914.377937742392,2914.377937742392,2667.0769170990543,64620.9877738637,64620.9877738637,88991.19375417732,143542.33810747077,36.60863937904675,66.56683907438212,624.4187960664522,1095.4486484380793
Delta W max8 [lambda],,,,,1871.9561966284393,4894.422260637752,3833.0045780149276,5449.319184526631,4182.660946318218,2593.1010416948793,112012.10862934752,2908.06531515336,2908.06531515336,3497.2535252908706,3497.2535252908706,3200.492300518865,77545.18532863643,77545.18532863643,106789.43250501278,172250.80572896492,,,749.3025552797426,1314.538378125695
Delta W max9 [lambda],,,,,2287.9464625458704,5982.071651890586,4684.783373129356,6660.2790033103265,5112.141156611155,3169.345717627075,136903.68832475808,3554.3020518541066,3554.3020518541066,4274.420975355509,4274.420975355509,3911.7128117452794,94777.44873500009,94777.44873500009,130520.41750612673,210528.7625576238,,,915.8142342307965,1606.6580177091828
Delta W max10 [lambda],,,,,2703.9367284633013,7069.72104314342,5536.562168243784,7871.238822094023,6041.621366904093,3745.59039355927,161795.26802016865,4200.538788554853,4200.538788554853,5051.588425420146,5051.588425420146,4622.933322971694,112009.71214136374,112009.71214136374,154251.40250724068,248806.71938628267,,,1082.3259131818504,1898.7776572926707
Delta W max11 [lambda],,,,,3119.926994380732,8157.370434396253,6388.340963358212,9082.198640877717,6971.10157719703,4321.835069491465,186686.8477155792,4846.7755252556,4846.7755252556,5828.755875484784,5828.755875484784,5334.153834198109,129241.9755477274,129241.9755477274,177982.38750835464,287084.67621494154,,,1248.8375921329043,2190.8972968761586
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [pixels],5.34833651042812,3.9143110518697743,5.357725780360978,5.357725780360978,11.44346642009449,9.733589984832514,10.488232067193861,4.955446777851864,9.896924350574203,2.4924667292204545,5.445183680554525,9.83039592877874,9.83039592877874,11.014018968696025,11.014018968696025,10.567402958669419,6.15154708831747,6.15154708831747,5.830162595186702,3.4490066421315886,5.1009919807653485,3.3027479911943343,12.989559199698014,8.176310709747144
W kernel support pred1 [pixels],7.071941705959866,5.174618454578561,7.084366667780724,7.084366667780724,15.54439034671177,13.218879918209355,14.24512598940425,6.725123026344423,13.440986221763836,3.3810150017250513,7.390348803746177,13.350518215170577,13.350518215170577,14.960244936485164,14.960244936485164,14.352800776122892,8.349977398944905,8.349977398944905,7.913339315657969,4.679453405761273,6.744637229483511,4.365694602136631,17.64783843260815,11.101648730333809
W kernel support pred2 [pixels],9.430142582724836,6.898236139226701,9.446726934229826,9.446726934229826,19.322950948700257,16.42916026686168,17.70608244648555,8.353452664200288,16.70550497598054,4.198026484159251,9.180367587381022,16.59294369396481,16.59294369396481,18.595979100074562,18.595979100074562,17.840068196903683,10.37340059289327,10.37340059289327,9.830539089970639,5.811165630856012,8.993286272714125,5.819119750192499,21.9411306486116,13.795313241923639
W kernel support pred3 [pixels],12.495058353513361,9.137292422540249,12.517057951083512,12.517057951083512,26.270612146834345,22.329588938935636,24.068378103189048,11.342448675145778,22.70585596562299,5.114579046905121,12.466651773599017,22.552591939985437,22.552591939985437,25.280376582848422,25.280376582848422,24.250848955857666,14.088954894640825,14.088954894640825,13.350712890103138,7.887530869564797,11.915582592357351,7.706750333025656,29.83789660269496,18.744309979261995
W kernel support pred4 [pixels],16.662352122914818,12.179891252778596,16.691729918788113,16.691729918788113,38.721004195356095,32.8966674831024,35.46583447713275,16.684475961665274,33.452550508703105,8.37087724224548,18.341399499955095,33.22611888261898,33.22611888261898,37.25714771565437,37.25714771565437,35.73549673219401,20.733277580530793,20.733277580530793,19.644716307447332,11.595526402710837,15.888575008199481,10.271099005394072,43.996695429208934,27.602040793341114
W kernel support pred5 [pixels],22.15374069353203,16.186404062948963,22.19286496399282,22.19286496399282,50.029556697905505,42.488153191317856,45.81417454384179,21.522592186348312,43.207718085465736,10.789410229748707,23.663355459990722,42.914607661780735,42.914607661780735,48.133718458551435,48.133718458551435,46.163328767869984,26.754537780611674,26.754537780611674,25.347596126443232,14.950853623802438,21.1233193919961,13.646734360029312,56.86435816412157,35.63669495641046
W kernel support pred6 [pixels],29.510155892758984,21.549146007800466,29.56237488384711,29.56237488384711,70.6606111791689,47.03662215464882,64.68529035223258,30.319395393398647,60.99222258357409,15.179153662604897,33.342820347057526,60.576994744349484,60.576994744349484,67.97286489692998,67.97286489692998,65.1800979527411,37.71046149153553,37.71046149153553,35.722267297855566,21.045411151487528,28.134963261507696,18.16326775880902,80.35546082287237,50.272160442195705
W kernel support pred7 [pixels],45.09913102949984,32.255412547501436,45.09913102949984,45.09913102949984,89.6271058187133,76.03317815538246,82.02568361283325,38.376604090581246,77.32922554902943,19.192036037532656,42.21143924083284,76.8012618326268,76.8012618326268,86.20753040830381,86.20753040830381,82.65502396848227,47.753229243910845,47.753229243910845,45.23026629840703,26.62130365413992,42.14781259441897,27.17482886638374,101.96689454323078,63.70399074239042
W kernel support pred8 [pixels],,,,,103.10973418755827,87.44271564344558,94.34812421195858,44.0886157122131,88.93607223060155,22.03279641051379,48.50023940854453,88.32772287902753,88.32772287902753,99.16794102125638,99.16794102125638,95.07342797402612,54.87705035298725,54.87705035298725,51.97372084832619,30.570938088761416,,,117.33785875923108,73.24032655628513
W kernel support pred9 [pixels],,,,,120.34690438950209,102.02155598753869,110.09731882927228,51.373965173930884,103.76782943161984,25.651445421813893,56.522984211658,103.05643691251846,103.05643691251846,115.73527032908777,115.73527032908777,110.94567350658028,63.967749970589225,63.967749970589225,60.57788820321107,35.604796641337316,,,136.99822689398857,85.41908452572056
W kernel support pred10 [pixels],,,,,136.91560472765616,116.02721408802975,125.23112246956383,58.359751293368426,118.01724757743884,29.11676560331686,64.21755941199298,117.20654016379207,117.20654016379207,131.65794525875964,131.65794525875964,126.19811418226814,72.68926541995329,72.68926541995329,68.83149731252654,40.42803062004373,,,155.9050021924636,97.11257521409476
W kernel support pred11 [pixels],,,,,152.94630905871816,129.57130893080907,139.86949781958873,65.10386037710501,131.79775460301198,32.45822651347171,71.64743725697373,130.89072396176877,130.89072396176877,147.06172097593847,147.06172097593847,140.951585980624,81.11309175651107,81.11309175651107,76.80239785135895,45.08121404591308,,,174.2055569586752,108.41508320452849
"W kernel support pred, ff0 [pixels]",90.72321102916177,85.91040207501389,90.75866038237264,90.75866038237264,121.57708302678238,111.64021468781415,115.93184532862432,89.28388979631116,112.55551138199884,82.44751655059926,91.09117202099524,112.18176225866296,112.18176225866296,119.0115594635199,119.0115594635199,116.39106640381507,93.92474658526568,93.92474658526568,92.60351471042611,84.62459096691659,89.80694643523559,84.25034857360322,131.1435605928,103.33698097307108
"W kernel support pred, ff1 [pixels]",97.98362622152565,90.07611933042942,98.04105297959627,98.04105297959627,147.86546777412414,132.60196952794655,139.2376074379908,96.40822528210936,134.02330797019337,84.44880577178667,99.47614964515908,133.44334207172153,133.44334207172153,143.95753341807549,143.95753341807549,139.94350634316953,104.22195471216708,104.22195471216708,102.01833219565609,88.32568248990896,96.49543205183052,87.29143439641712,162.27309353672976,119.53151337630685
"W kernel support pred, ff2 [pixels]",109.96074619769226,97.18787145154549,110.0518131848531,110.0518131848531,174.05772529656954,153.86587553044535,162.67864874811198,104.23977633530414,155.7585611649025,86.76346746845103,108.59956509362229,154.98661215598443,154.98661215598443,168.91378888707175,168.91378888707175,163.6128177414323,115.2687128022208,115.2687128022208,112.18256514790615,92.52706276172123,107.59306980893913,92.5590508739861,192.9000925477341,136.308043476307
"W kernel support pred, ff3 [pixels]",128.0316169096253,108.36681789256679,128.16907327452324,128.16907327452324,224.87615259169124,195.73215039854222,208.50505214300318,120.9697197016354,198.48319145062007,89.85638989482393,127.85426865156865,197.36170298600422,197.36170298600422,217.49077261097855,217.49077261097855,209.85384248354535,138.216907798888,138.216907798888,133.44458857193808,101.89033892363695,124.44593583150288,101.00106952165324,251.75226854008562,169.95983649766873
"W kernel support pred, ff4 [pixels]",155.46245401752878,126.07293150985585,155.66401720254117,155.66401720254117,319.93160928141214,275.0640049435833,294.78946143001826,155.61423854964147,279.3218227679128,104.32919769414299,167.12284068757626,277.58674043283025,277.58674043283025,308.60668103265317,308.60668103265317,296.86637820505285,184.15103353173396,184.15103353173396,176.34781609990404,122.49570965377401,150.18853554994,114.68090680593197,360.9506744088404,234.86134203241087
"W kernel support pred, ff5 [pixels]",194.4490846207316,152.2103127100764,194.73440461264485,194.73440461264485,408.15342553614846,349.1927295104656,375.142732442667,189.858385021234,354.7985932015477,117.68741597457047,205.51661992173732,352.5144922537688,352.5144922537688,393.29214404741685,393.29214404741685,377.87218350594287,228.4984434928767,228.4984434928767,217.99091788630534,143.89507823808103,186.9664563945143,135.34746010311792,461.89558850753275,296.1052815379017
"W kernel support pred, ff6 [pixels]",249.26763779551493,190.0510573361595,249.66332642476613,249.66332642476613,570.9176877814139,384.7030084598102,523.6295965937836,255.4075315439221,494.4525030817335,145.41674311588122,278.4808697137989,491.1747415171555,491.1747415171555,549.6361188886361,549.6361188886361,527.5419327638809,312.1106373994539,312.1106373994539,296.7644594245818,186.4033185172677,238.87418046848182,165.87306871039746,647.8024431719869,410.0567855720174
"W kernel support pred, ff7 [pixels]",369.55598176111783,270.1598505903659,369.55598176111783,369.55598176111783,721.4659785714675,613.5037306700916,661.0640040251532,317.264683596542,623.7850462593751,173.12825253268437,347.03826673449345,619.596452879902,619.596452879902,694.2847046725947,694.2847046725947,666.0620025063313,390.31235927930356,390.31235927930356,370.5802576004126,227.50033786291195,346.5429826379879,231.65095452146005,819.6486108684516,515.8727555671263
"W kernel support pred, ff8 [pixels]",,,,,828.7481560707398,704.1012890361947,759.0127711100588,361.66778439173845,715.9720639826903,193.56762004709765,396.1634590063964,711.1359534263712,711.1359534263712,797.3668877557586,797.3668877557586,764.7831256185436,446.24589852281565,446.24589852281565,423.4160249263875,257.3193820141043,,,942.1056619535203,591.3588654789596
"W kernel support pred, ff9 [pixels]",,,,,966.0932425768754,820.083815662511,884.4042374713296,418.7053797747347,833.988486249531,220.25391198026657,459.20611453708426,828.3237700939467,828.3237700939467,929.3318993133776,929.3318993133776,891.1634631587166,517.9574058966512,517.9574058966512,491.1817937447267,295.859593063573,,,1098.9016821418527,688.0195346627743
"W kernel support pred, ff10 [pixels]",,,,,1098.2424597274255,931.6588013741335,1005.0379984056132,473.6824638357687,947.5212538240436,246.2890710297632,519.9319916655469,941.0589118958825,941.0589118958825,1056.2973687293495,1056.2973687293495,1012.7495729361185,586.9912057831145,586.9912057831145,556.4329262599385,333.1714907193777,,,1249.8030490251065,781.0086714894052
"W kernel support pred, ff11 [pixels]",,,,,1226.1829802683758,1039.6529912787066,1121.8121459939057,526.9390939227239,1057.4126344891708,271.7100181767128,578.73546374098,1050.177329612052,1050.177329612052,1179.2105773312528,1179.2105773312528,1130.4469796452229,653.8175233772889,653.8175233772889,619.605464958129,369.4160459842257,,,1395.9387052510806,871.0023748760215
W kernel support bw0 [pixels],5.34833651042812,3.9143110518697743,5.357725780360978,5.357725780360978,11.44346642009449,9.733589984832514,10.488232067193861,4.955446777851864,9.896924350574205,2.492466729220455,5.445183680554525,9.830395928778744,9.830395928778744,11.014018968696025,11.014018968696025,10.56740295866942,6.15154708831747,6.15154708831747,5.830162595186704,3.4490066421315886,5.1009919807653485,3.3027479911943343,12.989559199698016,8.176310709747144
W kernel support bw1 [pixels],7.071941705959866,5.174618454578561,7.084366667780724,7.084366667780724,15.54439034671177,13.218879918209355,14.24512598940425,6.725123026344423,13.440986221763838,3.381015001725052,7.390348803746177,13.35051821517058,13.35051821517058,14.960244936485164,14.960244936485164,14.352800776122894,8.349977398944905,8.349977398944905,7.9133393156579706,4.679453405761273,6.744637229483511,4.365694602136631,17.647838432608154,11.101648730333809
W kernel support bw2 [pixels],9.430142582724836,6.898236139226701,9.446726934229826,9.446726934229826,19.322950948700257,16.42916026686168,17.70608244648555,8.353452664200288,16.70550497598054,4.198026484159252,9.180367587381022,16.592943693964816,16.592943693964816,18.595979100074562,18.595979100074562,17.840068196903687,10.37340059289327,10.37340059289327,9.830539089970639,5.811165630856012,8.993286272714125,5.819119750192499,21.941130648611605,13.79531324192364
W kernel support bw3 [pixels],12.495058353513361,9.137292422540249,12.517057951083512,12.517057951083512,26.270612146834345,22.329588938935636,24.068378103189048,11.342448675145778,22.705855965622995,5.1145790469051216,12.466651773599017,22.55259193998544,22.55259193998544,25.280376582848422,25.280376582848422,24.250848955857673,14.088954894640825,14.088954894640825,13.350712890103141,7.887530869564797,11.915582592357351,7.706750333025656,29.837896602694965,18.744309979261995
W kernel support bw4 [pixels],16.662352122914818,12.179891252778596,16.691729918788113,16.691729918788113,38.721004195356095,32.8966674831024,35.46583447713275,16.684475961665274,33.45255050870311,8.370877242245482,18.341399499955095,33.226118882618984,33.226118882618984,37.25714771565437,37.25714771565437,35.735496732194015,20.733277580530796,20.733277580530796,19.644716307447332,11.595526402710837,15.888575008199481,10.271099005394072,43.99669542920894,27.602040793341118
W kernel support bw5 [pixels],22.15374069353203,16.186404062948963,22.19286496399282,22.19286496399282,50.029556697905505,42.488153191317856,45.81417454384179,21.522592186348312,43.20771808546574,10.78941022974871,23.663355459990722,42.91460766178075,42.91460766178075,48.133718458551435,48.133718458551435,46.16332876786999,26.75453778061168,26.75453778061168,25.347596126443232,14.950853623802438,21.1233193919961,13.646734360029312,56.86435816412158,35.636694956410466
W kernel support bw6 [pixels],29.510155892758984,21.549146007800466,29.56237488384711,29.56237488384711,70.6606111791689,47.03662215464882,64.68529035223258,30.319395393398647,60.9922225835741,15.179153662604898,33.342820347057526,60.576994744349506,60.576994744349506,67.97286489692998,67.97286489692998,65.18009795274111,37.71046149153554,37.71046149153554,35.722267297855566,21.045411151487528,28.134963261507696,18.16326775880902,80.35546082287239,50.272160442195705
W kernel support bw7 [pixels],45.09913102949984,32.255412547501436,45.09913102949984,45.09913102949984,89.6271058187133,76.03317815538246,82.02568361283325,38.376604090581246,77.32922554902945,19.19203603753266,42.21143924083284,76.80126183262682,76.80126183262682,86.20753040830381,86.20753040830381,82.65502396848228,47.753229243910845,47.753229243910845,45.23026629840703,26.62130365413992,42.14781259441897,27.17482886638374,101.9668945432308,63.703990742390424
W kernel support bw8 [pixels],,,,,103.10973418755827,87.44271564344558,94.34812421195858,44.0886157122131,88.93607223060158,22.032796410513797,48.50023940854453,88.32772287902755,88.32772287902755,99.16794102125638,99.16794102125638,95.07342797402613,54.87705035298726,54.87705035298726,51.9737208483262,30.570938088761416,,,117.3378587592311,73.24032655628514
W kernel support bw9 [pixels],,,,,120.34690438950209,102.02155598753869,110.09731882927228,51.373965173930884,103.76782943161987,25.6514454218139,56.522984211658,103.0564369125185,103.0564369125185,115.7352703290878,115.7352703290878,110.94567350658032,63.967749970589225,63.967749970589225,60.57788820321107,35.604796641337316,,,136.9982268939886,85.41908452572058
W kernel support bw10 [pixels],,,,,136.91560472765616,116.02721408802975,125.23112246956383,58.359751293368426,118.01724757743887,29.116765603316868,64.21755941199298,117.20654016379208,117.20654016379208,131.65794525875964,131.65794525875964,126.19811418226818,72.6892654199533,72.6892654199533,68.83149731252655,40.42803062004373,,,155.9050021924636,97.11257521409478
W kernel support bw11 [pixels],,,,,152.94630905871816,129.57130893080907,139.86949781958873,65.10386037710501,131.797754603012,32.458226513471715,71.64743725697373,130.8907239617688,130.8907239617688,147.0617209759385,147.0617209759385,140.95158598062403,81.11309175651107,81.11309175651107,76.80239785135896,45.08121404591308,,,174.20555695867526,108.4150832045285
"W kernel support bw, ff0 [pixels]",90.72321102916177,85.91040207501389,90.75866038237264,90.75866038237264,121.57708302678238,111.64021468781415,115.93184532862432,89.28388979631116,112.55551138199885,82.44751655059926,91.09117202099526,112.18176225866297,112.18176225866297,119.01155946351992,119.01155946351992,116.39106640381509,93.92474658526568,93.92474658526568,92.60351471042611,84.62459096691659,89.80694643523559,84.25034857360322,131.1435605928,103.33698097307108
"W kernel support bw, ff1 [pixels]",97.98362622152565,90.07611933042942,98.04105297959627,98.04105297959627,147.86546777412414,132.60196952794655,139.2376074379908,96.40822528210936,134.02330797019337,84.44880577178667,99.47614964515908,133.44334207172156,133.44334207172156,143.95753341807549,143.95753341807549,139.94350634316956,104.22195471216709,104.22195471216709,102.0183321956561,88.32568248990896,96.49543205183052,87.29143439641712,162.2730935367298,119.53151337630685
"W kernel support bw, ff2 [pixels]",109.96074619769226,97.18787145154549,110.0518131848531,110.0518131848531,174.05772529656954,153.86587553044535,162.678648748112,104.23977633530414,155.75856116490252,86.76346746845103,108.5995650936223,154.98661215598446,154.98661215598446,168.91378888707175,168.91378888707175,163.61281774143234,115.2687128022208,115.2687128022208,112.18256514790616,92.52706276172123,107.59306980893913,92.5590508739861,192.90009254773412,136.308043476307
"W kernel support bw, ff3 [pixels]",128.0316169096253,108.36681789256679,128.16907327452324,128.16907327452324,224.87615259169124,195.73215039854222,208.50505214300318,120.9697197016354,198.48319145062007,89.85638989482393,127.85426865156866,197.36170298600427,197.36170298600427,217.49077261097858,217.49077261097858,209.8538424835454,138.21690779888803,138.21690779888803,133.4445885719381,101.89033892363695,124.44593583150288,101.00106952165324,251.75226854008562,169.95983649766876
"W kernel support bw, ff4 [pixels]",155.46245401752878,126.07293150985585,155.66401720254117,155.66401720254117,319.93160928141214,275.0640049435833,294.78946143001826,155.61423854964147,279.32182276791286,104.32919769414299,167.12284068757626,277.5867404328303,277.5867404328303,308.60668103265317,308.60668103265317,296.86637820505297,184.15103353173402,184.15103353173402,176.34781609990407,122.49570965377401,150.18853554994,114.68090680593197,360.9506744088405,234.8613420324109
"W kernel support bw, ff5 [pixels]",194.4490846207316,152.2103127100764,194.73440461264485,194.73440461264485,408.15342553614846,349.1927295104656,375.14273244266707,189.858385021234,354.79859320154776,117.68741597457048,205.51661992173734,352.514492253769,352.514492253769,393.2921440474169,393.2921440474169,377.872183505943,228.49844349287673,228.49844349287673,217.99091788630537,143.89507823808103,186.96645639451432,135.34746010311792,461.89558850753275,296.10528153790176
"W kernel support bw, ff6 [pixels]",249.26763779551493,190.0510573361595,249.66332642476613,249.66332642476613,570.9176877814139,384.7030084598102,523.6295965937836,255.4075315439221,494.45250308173365,145.41674311588122,278.48086971379894,491.1747415171556,491.1747415171556,549.6361188886362,549.6361188886362,527.541932763881,312.110637399454,312.110637399454,296.76445942458184,186.4033185172677,238.87418046848182,165.87306871039746,647.802443171987,410.0567855720174
"W kernel support bw, ff7 [pixels]",369.55598176111783,270.1598505903659,369.55598176111783,369.55598176111783,721.4659785714675,613.5037306700916,661.0640040251533,317.264683596542,623.7850462593752,173.1282525326844,347.0382667344935,619.5964528799021,619.5964528799021,694.2847046725947,694.2847046725947,666.0620025063315,390.3123592793036,390.3123592793036,370.5802576004126,227.50033786291195,346.54298263798796,231.65095452146005,819.6486108684517,515.8727555671264
"W kernel support bw, ff8 [pixels]",,,,,828.7481560707398,704.1012890361947,759.0127711100589,361.66778439173845,715.9720639826905,193.56762004709765,396.16345900639647,711.1359534263714,711.1359534263714,797.3668877557589,797.3668877557589,764.7831256185439,446.24589852281576,446.24589852281576,423.41602492638754,257.3193820141043,,,942.1056619535204,591.3588654789596
"W kernel support bw, ff9 [pixels]",,,,,966.0932425768754,820.083815662511,884.4042374713297,418.7053797747347,833.9884862495312,220.2539119802666,459.2061145370843,828.3237700939469,828.3237700939469,929.3318993133776,929.3318993133776,891.1634631587169,517.9574058966513,517.9574058966513,491.18179374472675,295.859593063573,,,1098.901682141853,688.0195346627743
"W kernel support bw, ff10 [pixels]",,,,,1098.2424597274255,931.6588013741335,1005.0379984056132,473.6824638357687,947.5212538240438,246.28907102976322,519.931991665547,941.0589118958828,941.0589118958828,1056.2973687293497,1056.2973687293497,1012.7495729361189,586.9912057831147,586.9912057831147,556.4329262599387,333.1714907193777,,,1249.8030490251067,781.0086714894052
"W kernel support bw, ff11 [pixels]",,,,,1226.1829802683758,1039.6529912787066,1121.812145993906,526.9390939227239,1057.412634489171,271.7100181767128,578.73546374098,1050.1773296120525,1050.1773296120525,1179.2105773312528,1179.2105773312528,1130.4469796452233,653.817523377289,653.817523377289,619.6054649581291,369.4160459842257,,,1395.9387052510808,871.0023748760215
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],26.206154323095724,10.574084671521987,26.251615940016187,26.251615940016187,915.384359380616,5.658991403093464,864.3490539458531,16.332234256025007,579.2573923157369,0.002681947288646165,93.49820311627427,1274.8203670249122,1274.8203670249122,2438.797289270615,2438.797289270615,1590.8732658269346,343.46181440478773,343.46181440478773,299.33134682881854,71.22189138896003,15.321874884567725,8.176280951058578,4068.3719993517857,984.9597066884639
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,3.9764623359999995,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
