,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Combined samples facet8,,,,,,,,,,2.0,5.0,5.0,5.0,5.0,5.0,8.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0
Combined samples facet9,,,,,,,,,,1.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet10,,,,,,,,,,1.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet11,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
"Channels predict, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,686.9884579530388,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,822.0992112836918,822.0992112836918,822.0992112836918,428.2000594797754,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,895.1908366040094,895.1908366040094,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1117.2953217949262,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,1030.2081558361895,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,1232.9938642529864,1232.9938642529864,1232.9938642529864,642.1451664026462,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1342.6023701914512,1342.6023701914512,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels predict, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,2233.6181120846836,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,1373.4278293411337,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1643.8885107326514,1643.8885107326514,1643.8885107326514,856.0902608701241,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,1790.0138953853188,1790.0138953853188,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels predict, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,4466.26348098825,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,2059.86715195982,13729.335263104213,8780.640856407961,4109.256362339347,2219.14101176475,2219.14101176475,2465.6777971987854,2465.6777971987854,2465.6777971987854,1283.980437343676,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels predict, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,3432.745767915875,22881.859242246133,14634.035235477146,6848.5539653768465,3698.3617214896512,3698.3617214896512,4109.256362339347,4109.256362339347,4109.256362339347,2139.760775332095,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,4805.624372714222,32034.383219760202,20487.429611910986,9587.851566631676,5177.5824279175995,5177.5824279175995,5752.834924515444,5752.834924515444,5752.834924515444,2995.541107621175,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels predict, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,7551.381573183239,50339.43117338024,32194.218362539585,15066.446767662303,8136.023838057545,8136.023838057545,9039.99204641778,9039.99204641778,9039.99204641778,4707.101767537112,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels predict, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,10297.138769598103,68644.47912648872,43901.00711260044,20545.041968064605,11094.465247025146,11094.465247025146,12327.14916724701,12327.14916724701,12327.14916724701,6418.662425368087,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels predict, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,12356.456665854836,82373.26509018058,52681.09867435777,24653.988368231738,13313.296303445573,13313.296303445573,14792.517007608449,14792.517007608449,14792.517007608449,7702.332918235278,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels predict, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,15102.21386022389,100678.31304361316,64387.887423621025,30132.583568244918,16271.737711798904,16271.737711798904,18079.674127881513,18079.674127881513,18079.674127881513,9413.893574995998,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels predict, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,17847.97105410027,118983.36099533516,76094.67617268747,35611.17876840851,19230.1791200106,19230.1791200106,21366.831248029586,21366.831248029586,21366.831248029586,11125.454231546406,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,23265.766724891524,23265.766724891524,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels predict, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,20593.728247660394,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,24653.988368231738,24653.988368231738,24653.988368231738,12837.014887981906,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,26845.05885953878,26845.05885953878,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,686.9884579530388,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,822.0992112836918,822.0992112836918,822.0992112836918,428.2000594797754,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,895.1908366040094,895.1908366040094,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1117.2953217949262,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,1030.2081558361895,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,1232.9938642529864,1232.9938642529864,1232.9938642529864,642.1451664026462,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1342.6023701914512,1342.6023701914512,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels backward, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,2233.6181120846836,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,1373.4278293411337,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1643.8885107326514,1643.8885107326514,1643.8885107326514,856.0902608701241,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,1790.0138953853188,1790.0138953853188,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels backward, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,4466.26348098825,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,2059.86715195982,13729.335263104213,8780.640856407961,4109.256362339347,2219.14101176475,2219.14101176475,2465.6777971987854,2465.6777971987854,2465.6777971987854,1283.980437343676,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels backward, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,3432.745767915875,22881.859242246133,14634.035235477146,6848.5539653768465,3698.3617214896512,3698.3617214896512,4109.256362339347,4109.256362339347,4109.256362339347,2139.760775332095,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels backward, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,4805.624372714222,32034.383219760202,20487.429611910986,9587.851566631676,5177.5824279175995,5177.5824279175995,5752.834924515444,5752.834924515444,5752.834924515444,2995.541107621175,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels backward, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,7551.381573183239,50339.43117338024,32194.218362539585,15066.446767662303,8136.023838057545,8136.023838057545,9039.99204641778,9039.99204641778,9039.99204641778,4707.101767537112,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels backward, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,10297.138769598103,68644.47912648872,43901.00711260044,20545.041968064605,11094.465247025146,11094.465247025146,12327.14916724701,12327.14916724701,12327.14916724701,6418.662425368087,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels backward, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,12356.456665854836,82373.26509018058,52681.09867435777,24653.988368231738,13313.296303445573,13313.296303445573,14792.517007608449,14792.517007608449,14792.517007608449,7702.332918235278,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels backward, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,15102.21386022389,100678.31304361316,64387.887423621025,30132.583568244918,16271.737711798904,16271.737711798904,18079.674127881513,18079.674127881513,18079.674127881513,9413.893574995998,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels backward, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,17847.97105410027,118983.36099533516,76094.67617268747,35611.17876840851,19230.1791200106,19230.1791200106,21366.831248029586,21366.831248029586,21366.831248029586,11125.454231546406,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,23265.766724891524,23265.766724891524,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels backward, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,20593.728247660394,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,24653.988368231738,24653.988368231738,24653.988368231738,12837.014887981906,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,26845.05885953878,26845.05885953878,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
Frequencies predict ifft,0,100,100,100,100,20,100,100,20,0,100,100,100,100,20,100,100,20,0,100,100,100,100,20,100,100,20,0,100,100,100,100,20,100,100,20,0,100,100,100,100,20,100,100,20,0,100,100,100,100,20,100,100,20
Frequencies predict kernels0,1542.0248846599302,293.8284312016223,293.8284312016223,293.3071347429815,293.1922733489335,293.1306544303031,582.1254774610028,2996.239803783305,568.3766995122635,1653.6895352808203,249.5764809577369,249.5764809577369,248.59117335590503,248.8672641421992,248.57191568997655,456.74085159562406,3013.2055638820098,320.9447391063214,477.6494769664614,140.7198918632511,140.71989181394875,140.38513812926746,140.58622210569803,140.3653737271955,256.81976201903973,870.2058997004478,181.06580428946253,142.05961516019846,98.31560784560781,98.31560784514012,98.20749432259187,98.32725387396127,98.19702619730415,191.25975318062692,258.7088267152041,126.76079324381075,51.85481874048063,45.26530926375921,45.26530927132861,45.217513214105566,45.27040009647668,45.21287119796938,85.84301829862504,94.41728663017996,58.37042676227166,233.51921025218118,166.36517057434648,166.36517067497593,166.3321688102341,166.47880380390183,166.32009070492444,323.3438044907959,425.2593842891853,214.8627280819143
Frequencies predict kernels1,2589.0440271258344,295.5976605755688,295.5976605755589,294.12722383101124,293.80268797354194,293.62851036195985,606.6944655651904,5031.279103104012,568.9292759033625,2244.38063605269,250.98566646373828,250.98566646373828,249.1807128202431,249.68700946488175,249.14538280612615,461.2637462739273,4089.6715105142057,321.1775679609643,637.1551995094678,141.41994537275968,141.41994528252636,140.80670560774973,141.17520469801147,140.7704650674006,258.61647354773385,1160.8865431233971,181.0986895150543,170.65343496759726,98.6339859795005,98.63398597864325,98.43571789615318,98.65533397048762,98.41651213999839,201.51781796911254,310.81772073171675,126.76322321000433,56.92631317749319,45.406064255309914,45.40606426918408,45.31840316434748,45.415397197318235,45.30988584240891,88.86567166169613,103.65948929180907,58.37075511939606,278.0293070628458,166.66922433749625,166.6692245221898,166.60864893019973,166.8777357605521,166.58647724416087,340.0965842377321,506.37382987994,214.8663821777743
Frequencies predict kernels2,4398.317559003407,300.55660778571166,300.55660778570143,296.43858878529176,295.52514331710415,295.03422596003395,671.6046163019748,8547.874674455388,573.3418467740167,2794.006289684675,252.64617990698892,252.64617990698892,249.87765336710703,250.65522376607152,249.8233650148227,466.57048018954634,5091.300455542433,321.63094464022424,786.549486713369,142.24540937862562,142.2454092403598,141.30476786676763,141.8702449590569,141.2491162456164,260.73076501210255,1433.1402785373002,181.16275284055416,199.4030734849952,99.01004803211684,99.01004803079869,98.70553113145252,99.04281832995771,98.67601756612531,213.05594966821099,363.21058294614414,126.76795654369104,62.417750948535634,45.572342328741314,45.572342350043286,45.43768911116184,45.5866709090543,45.424599250557684,92.32456020711516,113.66699066569934,58.37139467467777,323.08880488479275,167.02885631092673,167.02885659488805,166.9357177336752,167.34933306661347,166.90162336143675,358.97130018251187,588.489505601063,214.87349993375022
Frequencies predict kernels3,7532.618127481135,314.2013247314871,314.20132473144236,302.8964777047431,300.3543150158015,298.9826977829381,828.9579666419584,14639.85991138596,607.656367027984,3814.4821658632754,256.57454680141774,256.57454680141774,251.53630573713505,252.9556218016692,251.43708653671294,479.0296419441671,6950.999276454101,323.4898038917681,1064.4966425658906,144.2006413056601,144.20064105466523,142.48875051850547,143.5189080504357,142.3871975032202,265.72051516635105,1939.6666939783506,181.42596454196993,255.59137742441712,99.90363124630007,99.90363124389542,99.34771636422991,99.96337781896317,99.29376813668432,238.44210548679007,465.6072228139999,126.78740920165475,73.94326101923939,45.96753817341118,45.96753821226657,45.72165036691574,45.99367074017931,45.69771766702484,100.12417478351519,134.6708843708672,58.37402281394203,411.65304648565717,167.88558516791795,167.88558568757418,167.71510361212967,168.4716395849593,167.65267912173542,400.59416949298463,749.887517634557,214.9027516495355
