Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Frequencies backward grid5,,,,,,,,,,65536.0,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,65536.0,65536.0,20487.429611910986,65536.0,5177.5824279175995,5177.5824279175995,3835.3266017939427,9587.851566631676,9587.851566631676,65536.0,65536.0,11174.448414962055,65536.0,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,65536.0,65536.0,7864.236567728094,65536.0,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,65536.0,65536.0,3590.395251217516,65536.0,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,65536.0,65536.0,13519.481578975125
Frequencies backward grid6,,,,,,,,,,65536.0,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,65536.0,65536.0,32194.218362539585,65536.0,8136.023838057545,8136.023838057545,6026.764684762012,15066.446767662303,15066.446767662303,65536.0,65536.0,17559.670386028447,65536.0,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,65536.0,65536.0,12357.962025880577,65536.0,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,65536.0,65536.0,5641.992576805486,65536.0,11812.031892985902,11812.031892985902,18228.244461150298,18228.244461150298,18228.244461150298,65536.0,65536.0,21244.689425282002
Frequencies backward grid7,,,,,,,,,,65536.0,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,65536.0,65536.0,43901.00711260044,65536.0,11094.465247025146,11094.465247025146,8218.202766101153,20545.041968064605,20545.041968064605,65536.0,65536.0,23944.89235654539,65536.0,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,65536.0,65536.0,16851.68748361234,65536.0,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,65536.0,65536.0,7693.589902261288,65536.0,16107.182455237864,16107.182455237864,24856.56322909094,24856.56322909094,24856.56322909094,65536.0,65536.0,28969.89727092497
Frequencies backward grid8,,,,,,,,,,65536.0,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,65536.0,65536.0,52681.09867435777,65536.0,13313.296303445573,13313.296303445573,9861.781326708258,24653.988368231738,24653.988368231738,65536.0,65536.0,28733.8088344391,65536.0,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,65536.0,65536.0,20221.98157672374,65536.0,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,65536.0,65536.0,9232.287896301332,65536.0,19328.54537663272,19328.54537663272,29827.802305074,29827.802305074,29827.802305074,65536.0,65536.0,34763.803155122936
Frequencies backward grid9,,,,,,,,,,65536.0,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,65536.0,65536.0,64387.887423621025,65536.0,16271.737711798904,16271.737711798904,12053.219407200913,30132.583568244918,30132.583568244918,65536.0,65536.0,35119.03080474535,65536.0,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,65536.0,65536.0,24715.707034426418,65536.0,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,65536.0,65536.0,11283.885221562772,65536.0,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,65536.0,65536.0,42489.01100007879
Frequencies backward grid10,,,,,,,,,,65536.0,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,65536.0,65536.0,65536.0,65536.0,19230.1791200106,19230.1791200106,14244.657487563067,35611.17876840851,35611.17876840851,65536.0,65536.0,41504.25277471908,65536.0,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,65536.0,65536.0,29209.432492013344,65536.0,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,65536.0,65536.0,13335.48254691276,65536.0,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,65536.0,65536.0,50214.21884546187
Frequencies backward grid11,,,,,,,,,,65536.0,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,65536.0,65536.0,65536.0,65536.0,22188.620528023996,22188.620528023996,16436.095567779656,41089.773967896894,41089.773967896894,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,65536.0,65536.0,15387.079872106855,65536.0,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,65536.0,65536.0,57939.42669078791
Frequencies backward fft,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40,65536,40,40,200,40,40,65536,65536,40
Channels out,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40,65536,40,40,40,40,40,65536,65536,40
-- Visibilities --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibilities ingest [1/s],9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
Visibilities averaged0 [1/s],4702156614.425933,2883499700.5580893,2883499700.5580893,1068006804.4129881,1068006804.4129881,1068006804.4129881,4702156614.425933,4702156614.425933,1868196585.0597634,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,5557019537.1692095,3484141185.264127,3484141185.264127,3484141185.264127,5557019537.1692095,5557019537.1692095,4060710857.911186,5557019537.1692095,5557019537.1692095,5557019537.1692095,2452032741.2276344,2452032741.2276344,2452032741.2276344,5557019537.1692095,5557019537.1692095,2857804980.2764874,5557019537.1692095,3022550569.625097,3022550569.625097,1119468509.2054617,1119468509.2054617,1119468509.2054617,5557019537.1692095,5557019537.1692095,1304722648.151869,5557019537.1692095,5557019537.1692095,5557019537.1692095,4215313275.5811987,4215313275.5811987,4215313275.5811987,5557019537.1692095,5557019537.1692095,4912880341.996635
Visibilities averaged1 [1/s],1269698049.1437926,778615908.5541846,778615908.5541846,288388130.6452446,288388130.6452446,288388130.6452446,1269698049.1437926,1269698049.1437926,504459071.43760043,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,457466134.8960061,286822205.8234302,286822205.8234302,286822205.8234302,457466134.8960061,457466134.8960061,334286696.07398415,457466134.8960061,457466134.8960061,457466134.8960061,201856756.7137399,201856756.7137399,201856756.7137399,457466134.8960061,457466134.8960061,235260824.5965635,457466134.8960061,248823045.76501107,248823045.76501107,92157122.82791328,92157122.82791328,92157122.82791328,457466134.8960061,457466134.8960061,107407653.14375083,457466134.8960061,457466134.8960061,457466134.8960061,347013908.92324954,347013908.92324954,347013908.92324954,457466134.8960061,457466134.8960061,404439172.15462095
Visibilities averaged2 [1/s],1300321564.473484,797395142.1110367,797395142.1110367,295343688.5794095,295343688.5794095,295343688.5794095,1300321564.473484,1300321564.473484,516625987.9086375,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,256593083.03988552,160878780.8812667,160878780.8812667,160878780.8812667,256593083.03988552,256593083.03988552,187501647.49209207,256593083.03988552,256593083.03988552,256593083.03988552,113221599.56033683,113221599.56033683,113221599.56033683,256593083.03988552,256593083.03988552,131957965.184594,256593083.03988552,139565024.7613031,139565024.7613031,51690996.26549456,51690996.26549456,51690996.26549456,256593083.03988552,256593083.03988552,60245029.65339455,256593083.03988552,256593083.03988552,256593083.03988552,194640350.30391932,194640350.30391932,194640350.30391932,256593083.03988552,256593083.03988552,226850221.62098238
Visibilities averaged3 [1/s],1629002742.1781633,998952035.087097,998952035.087097,369997461.9552519,369997461.9552519,369997461.9552519,1629002742.1781633,1629002742.1781633,647213100.1875995,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,459807312.3426801,288290077.71220237,288290077.71220237,288290077.71220237,459807312.3426801,459807312.3426801,335997477.2966193,459807312.3426801,459807312.3426801,459807312.3426801,202889800.36490417,202889800.36490417,202889800.36490417,459807312.3426801,459807312.3426801,236464820.46558362,459807312.3426801,250096449.10248476,250096449.10248476,92628755.94139855,92628755.94139855,92628755.94139855,459807312.3426801,459807312.3426801,107957333.99651493,459807312.3426801,459807312.3426801,459807312.3426801,348789824.2867725,348789824.2867725,348789824.2867725,459807312.3426801,459807312.3426801,406508973.16538894
Visibilities averaged4 [1/s],624551447.5564055,382993179.4459977,382993179.4459977,141855163.57533252,141855163.57533252,141855163.57533252,624551447.5564055,624551447.5564055,248138243.19236475,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,645228591.6047664,404545547.28186506,404545547.28186506,404545547.28186506,645228591.6047664,645228591.6047664,471491368.7524861,645228591.6047664,645228591.6047664,645228591.6047664,284706868.78258246,284706868.78258246,284706868.78258246,645228591.6047664,645228591.6047664,331821306.3983939,645228591.6047664,350950007.29237163,350950007.29237163,129982103.66351883,129982103.66351883,129982103.66351883,645228591.6047664,645228591.6047664,151492063.51912773,645228591.6047664,645228591.6047664,645228591.6047664,489442340.409989,489442340.409989,489442340.409989,645228591.6047664,645228591.6047664,570437235.7495832
Visibilities averaged5 [1/s],,,,,,,,,,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,339470775.85853755,212841452.76998746,212841452.76998746,212841452.76998746,339470775.85853755,339470775.85853755,248063310.9622849,339470775.85853755,339470775.85853755,339470775.85853755,149791349.7563677,149791349.7563677,149791349.7563677,339470775.85853755,339470775.85853755,174579424.71101147,339470775.85853755,184643509.0032063,184643509.0032063,68386810.74041486,68386810.74041486,68386810.74041486,339470775.85853755,339470775.85853755,79703734.47237244,339470775.85853755,339470775.85853755,339470775.85853755,257507762.6733149,257507762.6733149,257507762.6733149,339470775.85853755,339470775.85853755,300121187.3095799
Visibilities averaged6 [1/s],,,,,,,,,,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,518336756.6432021,324986880.03115773,324986880.03115773,324986880.03115773,518336756.6432021,518336756.6432021,378767013.80606073,518336756.6432021,518336756.6432021,518336756.6432021,228715895.23299012,228715895.23299012,228715895.23299012,518336756.6432021,518336756.6432021,266564721.37398562,518336756.6432021,281931536.9633602,281931536.9633602,104419585.41706868,104419585.41706868,104419585.41706868,518336756.6432021,518336756.6432021,121699357.22530767,518336756.6432021,518336756.6432021,518336756.6432021,393187714.544697,393187714.544697,393187714.544697,518336756.6432021,518336756.6432021,458254005.6254513
Visibilities averaged7 [1/s],,,,,,,,,,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,495393215.1353213,310601733.9346324,310601733.9346324,310601733.9346324,495393215.1353213,495393215.1353213,362001355.9751279,495393215.1353213,495393215.1353213,495393215.1353213,218592066.33500904,218592066.33500904,218592066.33500904,495393215.1353213,495393215.1353213,254765560.5562421,495393215.1353213,269452182.87975216,269452182.87975216,99797580.39514557,99797580.39514557,99797580.39514557,495393215.1353213,495393215.1353213,116312484.27409367,495393215.1353213,495393215.1353213,495393215.1353213,375783742.06266296,375783742.06266296,375783742.06266296,495393215.1353213,495393215.1353213,437969953.48276776
Visibilities averaged8 [1/s],,,,,,,,,,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,156858909.7132084,98347429.580177,98347429.580177,98347429.580177,156858909.7132084,156858909.7132084,114622357.1056595,156858909.7132084,156858909.7132084,156858909.7132084,69213933.79984166,69213933.79984166,69213933.79984166,156858909.7132084,156858909.7132084,80667733.9139787,156858909.7132084,85318034.91659977,85318034.91659977,31599422.790888887,31599422.790888887,31599422.790888887,156858909.7132084,156858909.7132084,36828622.01551415,156858909.7132084,156858909.7132084,156858909.7132084,118986345.12343383,118986345.12343383,118986345.12343383,156858909.7132084,156858909.7132084,138676686.0981042
Visibilities averaged9 [1/s],,,,,,,,,,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,137193016.99216768,86017304.35458387,86017304.35458387,86017304.35458387,137193016.99216768,137193016.99216768,100251793.25057422,137193016.99216768,137193016.99216768,137193016.99216768,60536366.173000745,60536366.173000745,60536366.173000745,137193016.99216768,137193016.99216768,70554167.49876998,137193016.99216768,74621445.7020786,74621445.7020786,27637704.20066907,27637704.20066907,27637704.20066907,137193016.99216768,137193016.99216768,32211302.343045,137193016.99216768,137193016.99216768,137193016.99216768,104068654.42454752,104068654.42454752,104068654.42454752,137193016.99216768,137193016.99216768,121290355.6900897
Visibilities averaged10 [1/s],,,,,,,,,,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,6165062.782784964,6165062.782784964,6165062.782784964,9832946.63164279,9832946.63164279,7185282.1256614,9832946.63164279,9832946.63164279,9832946.63164279,4338783.93305313,4338783.93305313,4338783.93305313,9832946.63164279,9832946.63164279,5056783.3470343305,9832946.63164279,5348294.754728359,5348294.754728359,1980859.3497278616,1980859.3497278616,1980859.3497278616,9832946.63164279,9832946.63164279,2308659.8998909253,9832946.63164279,9832946.63164279,9832946.63164279,7458845.555104836,7458845.555104836,7458845.555104836,9832946.63164279,9832946.63164279,8693165.443702657
Visibilities averaged11 [1/s],,,,,,,,,,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,4214119.9733702345,2642169.756765482,2642169.756765482,2642169.756765482,4214119.9733702345,4214119.9733702345,3079406.616792653,4214119.9733702345,4214119.9733702345,4214119.9733702345,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391433,4214119.9733702345,2292126.317134964,2292126.317134964,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,4214119.9733702345,4214119.9733702345,3196648.0862308578,3196648.0862308578,3196648.0862308578,4214119.9733702345,4214119.9733702345,3725642.322742764
Visibilities pred0 [1/s],423194095.29833394,3898909.7686805115,3898909.7686805115,3610566.5099345464,6013426.209746044,6013426.209746044,423194095.29833394,423194095.29833394,10514494.658907427,135537061.88217583,1380426.127200172,1380426.127200172,1193049.3754058974,1193049.3754058974,1193049.3754058974,241609545.09431344,241609545.09431344,6894754.097365012,129233012.49230719,878364.8719142413,878364.8719142413,650736.0136811625,2701475.4615029697,2701475.4615029697,241609545.09431344,241609545.09431344,3658984.7084382386,129233012.49230719,802756.2030187271,802756.2030187271,1901214.2263311914,1901214.2263311914,1901214.2263311914,241609545.09431344,241609545.09431344,2575079.8170330343,129233012.49230719,361027.006431184,361027.006431184,867995.5239481956,867995.5239481956,867995.5239481956,241609545.09431344,241609545.09431344,1175647.1780002387,132309988.98021924,1401250.4768138842,1401250.4768138842,3346204.572217696,3346204.572217696,3346204.572217696,241609545.09431344,241609545.09431344,4549800.775197803
Visibilities pred1 [1/s],114272824.42294133,2103908.1099164425,2103908.1099164425,1948188.6617438558,3245850.622990184,3245850.622990184,158712256.14297408,158712256.14297408,7884234.488190668,16943190.18133356,202896.14626911085,202896.14626911085,152479.1524060275,152479.1524060275,152479.1524060275,30497742.32640041,30497742.32640041,1277000.7793841718,16338076.246285932,146156.6914307622,146156.6914307622,80339.89992703368,512255.9181162916,512255.9181162916,30497742.32640041,30497742.32640041,696516.25979076,16338076.246285932,148673.28625751112,148673.28625751112,360509.88903182204,360509.88903182204,360509.88903182204,30497742.32640041,30497742.32640041,490186.6790763639,15774694.306758832,67876.49304247288,67876.49304247288,158914.4412948062,158914.4412948062,158914.4412948062,30497742.32640041,30497742.32640041,223793.55493236345,16338076.246285932,261528.72127537525,261528.72127537525,619754.8102962134,619754.8102962134,619754.8102962134,30497742.32640041,30497742.32640041,842683.2444894245
Visibilities pred2 [1/s],185760223.496212,4307566.714396377,4307566.714396377,3988616.360699523,10550057.015961478,10550057.015961478,325080391.118371,325080391.118371,32292743.65489805,12829654.151994275,202303.34988610938,202303.34988610938,151300.85607865886,151300.85607865886,151300.85607865886,23326643.91271687,23326643.91271687,1273330.2243926341,12218718.239994548,144820.14907678566,144820.14907678566,79468.18467283611,510780.22530093713,510780.22530093713,23326643.91271687,23326643.91271687,694513.4728711677,12218718.239994548,148242.00122568136,148242.00122568136,359471.41212638334,359471.41212638334,359471.41212638334,23326643.91271687,23326643.91271687,488777.26115698373,12218718.239994548,67679.55698447204,67679.55698447204,164115.7898017099,164115.7898017099,164115.7898017099,23326643.91271687,23326643.91271687,223150.02669417372,12218718.239994548,262807.53401011054,262807.53401011054,617969.8828480857,617969.8828480857,617969.8828480857,23326643.91271687,23326643.91271687,840260.6834318141
Visibilities pred3 [1/s],543000914.0593877,19982587.47471348,19982587.47471348,18502694.34056612,61670274.12311563,61670274.12311563,814501371.0890816,814501371.0890816,161809320.91224793,35369793.25712924,815609.5907955309,815609.5907955309,621939.9163912926,621939.9163912926,621939.9163912926,65686758.90609715,65686758.90609715,5133823.233071993,32843379.453048576,598835.4400217881,598835.4400217881,320380.29900063045,2059354.6444422188,2059354.6444422188,65686758.90609715,65686758.90609715,2800142.08232656,32843379.453048576,597667.4076396402,597667.4076396402,1449310.740372245,1449310.740372245,1449310.740372245,65686758.90609715,65686758.90609715,1970654.3650647239,32843379.453048576,272863.5938030973,272863.5938030973,661679.0430236668,661679.0430236668,661679.0430236668,65686758.90609715,65686758.90609715,899697.0342032574,32843379.453048576,1076380.6748161563,1076380.6748161563,2491521.7980919504,2491521.7980919504,2491521.7980919504,65686758.90609715,65686758.90609715,3387768.3391659586
Visibilities pred4 [1/s],624551447.5564055,30641803.205820575,30641803.205820575,28372268.931704037,141855163.57533252,141855163.57533252,624551447.5564055,624551447.5564055,248138243.19236475,80653573.9505958,3178997.5458895536,3178997.5458895536,2472590.3662639125,2472590.3662639125,2472590.3662639125,161307147.9011916,161307147.9011916,20582576.085731383,80653573.9505958,2275742.268373248,2275742.268373248,1284407.208043327,8428350.123614008,8428350.123614008,161307147.9011916,161307147.9011916,11226348.27226682,80653573.9505958,2365403.6665397524,2365403.6665397524,5931615.662706857,5931615.662706857,5931615.662706857,161307147.9011916,161307147.9011916,7900761.653677602,80653573.9505958,1079918.8303227935,1079918.8303227935,2708062.9787081396,2708062.9787081396,2708062.9787081396,161307147.9011916,161307147.9011916,3607071.020177002,80653573.9505958,4066384.862238983,4066384.862238983,10197092.675637536,10197092.675637536,10197092.675637536,161307147.9011916,161307147.9011916,13582270.090794325
Visibilities pred5 [1/s],,,,,,,,,,67894155.17170751,3512259.126395142,3512259.126395142,2601701.0260926704,2601701.0260926704,2601701.0260926704,113156925.2861792,113156925.2861792,21224620.439766232,56578462.6430896,2438129.666244116,2438129.666244116,1324443.8651345603,8277372.767488989,8277372.767488989,113156925.2861792,113156925.2861792,11576534.036921306,56578462.6430896,2516600.692859284,2516600.692859284,5825362.795526034,5825362.795526034,5825362.795526034,113156925.2861792,113156925.2861792,8147212.186223567,56578462.6430896,1148947.239067045,1148947.239067045,2659553.2268436924,2659553.2268436924,2659553.2268436924,113156925.2861792,113156925.2861792,3719586.9798877533,56578462.6430896,4326310.114526732,4326310.114526732,10014434.241460206,10014434.241460206,10014434.241460206,113156925.2861792,113156925.2861792,14005947.573302893
Visibilities pred6 [1/s],,,,,,,,,,172778918.8810674,12640708.211379956,12640708.211379956,9710348.953550885,9710348.953550885,9710348.953550885,259168378.32160106,259168378.32160106,84876743.2083221,172778918.8810674,9192766.9158729,9192766.9158729,5296314.934202967,39721136.22887947,39721136.22887947,259168378.32160106,259168378.32160106,46294263.69027542,172778918.8810674,9057367.551571686,9057367.551571686,27954527.33054797,27954527.33054797,27954527.33054797,259168378.32160106,259168378.32160106,32580494.970778372,172778918.8810674,4135116.013225911,4135116.013225911,12762560.631366808,12762560.631366808,12762560.631366808,259168378.32160106,259168378.32160106,14874532.741629936,172778918.8810674,18684723.81828728,18684723.81828728,48056890.42812123,48056890.42812123,48056890.42812123,259168378.32160106,259168378.32160106,56009437.11645918
Visibilities pred7 [1/s],,,,,,,,,,247696607.56766066,21965535.170067646,21965535.170067646,18982655.23714316,18982655.23714316,18982655.23714316,495393215.1353213,495393215.1353213,165926064.0044383,247696607.56766066,16772835.720614238,16772835.720614238,8874603.033736836,77651019.2539187,77651019.2539187,495393215.1353213,495393215.1353213,90500924.76332246,247696607.56766066,17706234.609823387,17706234.609823387,54648426.69824035,54648426.69824035,54648426.69824035,495393215.1353213,495393215.1353213,63691800.25453468,247696607.56766066,8083731.673789978,8083731.673789978,24949583.94794715,24949583.94794715,24949583.94794715,495393215.1353213,495393215.1353213,29078309.918318648,247696607.56766066,30438953.03066835,30438953.03066835,93946630.6707288,93946630.6707288,93946630.6707288,495393215.1353213,495393215.1353213,109493183.52648537
Visibilities pred8 [1/s],,,,,,,,,,78429454.8566042,10015234.866660608,10015234.866660608,8655176.951414868,8655176.951414868,8655176.951414868,156858909.7132084,156858909.7132084,63045499.42439047,78429454.8566042,7966267.176999512,7966267.176999512,3933991.156864256,29504377.254661195,29504377.254661195,156858909.7132084,156858909.7132084,34386855.51206873,78429454.8566042,8970231.64484932,8970231.64484932,20764284.025372215,20764284.025372215,20764284.025372215,156858909.7132084,156858909.7132084,24200424.05979517,78429454.8566042,4095333.9236377953,4095333.9236377953,9479874.674324946,9479874.674324946,9479874.674324946,156858909.7132084,156858909.7132084,11048634.441927165,78429454.8566042,15420809.703170182,15420809.703170182,35696079.62581659,35696079.62581659,35696079.62581659,156858909.7132084,156858909.7132084,41603181.91831343
Visibilities pred9 [1/s],,,,,,,,,,137193016.99216768,13382648.421068983,13382648.421068983,11565290.761680273,11565290.761680273,11565290.761680273,137193016.99216768,137193016.99216768,134789558.92026702,137193016.99216768,11354414.81723492,11354414.81723492,6308050.28893448,63079529.56384488,63079529.56384488,137193016.99216768,137193016.99216768,73518154.7537825,137193016.99216768,9589039.874784175,9589039.874784175,44393456.34190463,44393456.34190463,44393456.34190463,137193016.99216768,137193016.99216768,51739843.98113254,137193016.99216768,4377848.941059809,4377848.941059809,20267705.533327166,20267705.533327166,20267705.533327166,137193016.99216768,137193016.99216768,23621677.504570484,137193016.99216768,24726914.354651242,24726914.354651242,76317218.59411265,76317218.59411265,76317218.59411265,137193016.99216768,137193016.99216768,88946466.18826613
Visibilities pred10 [1/s],,,,,,,,,,9832946.63164279,1511407.9854714663,1511407.9854714663,979619.0849624582,979619.0849624582,979619.0849624582,9832946.63164279,9832946.63164279,9832946.63164279,9832946.63164279,961758.0414021595,961758.0414021595,534313.0373429814,5343060.612787654,5343060.612787654,9832946.63164279,9832946.63164279,6227250.709839248,9832946.63164279,1218337.665790999,1218337.665790999,3760283.7501467005,3760283.7501467005,3760283.7501467005,9832946.63164279,9832946.63164279,4382549.908974306,9832946.63164279,556228.5920233919,556228.5920233919,1716746.7689179622,1716746.7689179622,1716746.7689179622,9832946.63164279,9832946.63164279,2000840.579086259,9832946.63164279,2094455.929948196,2094455.929948196,6464340.173397739,6464340.173397739,6464340.173397739,9832946.63164279,9832946.63164279,7534084.076798375
