,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Visibilities bw6 [1/s],,,,,,,,,,172778918.8810674,12640708.211379956,12640708.211379956,9710348.953550885,9710348.953550885,9710348.953550885,39872058.20332324,259168378.32160106,84876743.2083221,172778918.8810674,6894618.964532433,6894618.964532433,5296314.934202967,5296314.934202967,11916504.306591123,43194729.72026685,259168378.32160106,46294263.69027542,172778918.8810674,9057367.551571686,9057367.551571686,27954527.33054797,27954527.33054797,27954527.33054797,259168378.32160106,259168378.32160106,32580494.970778372,172778918.8810674,4135116.013225911,4135116.013225911,12762560.631366808,12762560.631366808,12762560.631366808,259168378.32160106,259168378.32160106,14874532.741629936,172778918.8810674,11121928.686064653,11121928.686064653,48056890.42812123,48056890.42812123,48056890.42812123,259168378.32160106,259168378.32160106,56009437.11645918
Visibilities bw7 [1/s],,,,,,,,,,247696607.56766066,21965535.170067646,21965535.170067646,18982655.23714316,18982655.23714316,18982655.23714316,49539321.513532124,495393215.1353213,165926064.0044383,247696607.56766066,11980652.73017369,11980652.73017369,8874603.033736836,8874603.033736836,23295540.08260801,55043690.57059125,495393215.1353213,90500924.76332246,247696607.56766066,17706234.609823387,17706234.609823387,54648426.69824035,54648426.69824035,54648426.69824035,495393215.1353213,495393215.1353213,63691800.25453468,247696607.56766066,8083731.673789978,8083731.673789978,24949583.94794715,24949583.94794715,24949583.94794715,495393215.1353213,495393215.1353213,29078309.918318648,247696607.56766066,20292728.040319957,20292728.040319957,93946630.6707288,93946630.6707288,93946630.6707288,495393215.1353213,495393215.1353213,109493183.52648537
Visibilities bw8 [1/s],,,,,,,,,,78429454.8566042,10015234.866660608,10015234.866660608,8655176.951414868,8655176.951414868,8655176.951414868,19607363.71415105,156858909.7132084,63045499.42439047,78429454.8566042,5462604.404048709,5462604.404048709,3933991.156864256,3933991.156864256,8851387.366209235,22408415.673315484,156858909.7132084,34386855.51206873,78429454.8566042,8970231.64484932,8970231.64484932,20764284.025372215,20764284.025372215,20764284.025372215,156858909.7132084,156858909.7132084,24200424.05979517,78429454.8566042,4095333.9236377953,4095333.9236377953,9479874.674324946,9479874.674324946,9479874.674324946,156858909.7132084,156858909.7132084,11048634.441927165,78429454.8566042,9638042.749329874,9638042.749329874,35696079.62581659,35696079.62581659,35696079.62581659,156858909.7132084,156858909.7132084,41603181.91831343
Visibilities bw9 [1/s],,,,,,,,,,137193016.99216768,13382648.421068983,13382648.421068983,11565290.761680273,11565290.761680273,11565290.761680273,22865502.83202795,137193016.99216768,134789558.92026702,137193016.99216768,7299289.842571257,7299289.842571257,6308050.28893448,6308050.28893448,12615992.43082328,22865502.83202795,137193016.99216768,73518154.7537825,137193016.99216768,9589039.874784175,9589039.874784175,44393456.34190463,44393456.34190463,44393456.34190463,137193016.99216768,137193016.99216768,51739843.98113254,137193016.99216768,4377848.941059809,4377848.941059809,20267705.533327166,20267705.533327166,20267705.533327166,137193016.99216768,137193016.99216768,23621677.504570484,137193016.99216768,13737217.422304042,13737217.422304042,76317218.59411265,76317218.59411265,76317218.59411265,137193016.99216768,137193016.99216768,88946466.18826613
Visibilities bw10 [1/s],,,,,,,,,,9832946.63164279,1511407.9854714663,1511407.9854714663,979619.0849624582,979619.0849624582,979619.0849624582,1966589.3263285581,9832946.63164279,9832946.63164279,9832946.63164279,824366.2501078881,824366.2501078881,534313.0373429814,534313.0373429814,1602927.4852691076,1966589.3263285581,9832946.63164279,6227250.709839248,9832946.63164279,1218337.665790999,1218337.665790999,3760283.7501467005,3760283.7501467005,3760283.7501467005,9832946.63164279,9832946.63164279,4382549.908974306,9832946.63164279,556228.5920233919,556228.5920233919,1716746.7689179622,1716746.7689179622,1716746.7689179622,9832946.63164279,9832946.63164279,2000840.579086259,9832946.63164279,1163589.6939601088,1163589.6939601088,6464340.173397739,6464340.173397739,6464340.173397739,9832946.63164279,9832946.63164279,7534084.076798375
Visibilities bw11 [1/s],,,,,,,,,,4214119.9733702345,747397.7398473687,747397.7398473687,645900.8802550612,645900.8802550612,645900.8802550612,842823.9946740469,4214119.9733702345,4214119.9733702345,4214119.9733702345,407652.61690608633,407652.61690608633,352293.2872334912,352293.2872334912,792654.9133743499,1053529.9933425586,4214119.9733702345,3079406.6167926537,4214119.9733702345,602473.5947939167,602473.5947939167,1859478.823324227,1859478.823324227,1859478.823324227,4214119.9733702345,4214119.9733702345,2167192.8570391424,4214119.9733702345,275057.59989996784,275057.59989996784,848939.7189711713,848939.7189711713,848939.7189711713,4214119.9733702345,4214119.9733702345,989425.6686536958,4214119.9733702345,863100.4236319119,863100.4236319119,3196648.086230857,3196648.086230857,3196648.086230857,4214119.9733702345,4214119.9733702345,3725642.322742764
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176
Delta W earth5 [lambda],,,,,,,,,,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],,,,,,,,,,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],,,,,,,,,,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],155.63480943310623,1.5104637307968114,1.5104637307967876,1.385462945111815,1.1238245846240187,0.8957256129119259,2.407051602316522,155.63480943310623,0.04323189150919617,1149.3032081213998,33.72184300853905,33.72184144125148,24.960697438604967,30.847335241480206,24.344716226491972,359.07864848784743,1149.3032081213998,0.3192508911448333,2702.64973146789,166.5476890443107,166.54768907829575,125.49907565836666,156.5422259358672,74.97577438571025,1284.1712500232059,2702.64973146789,0.7507360365188583,12221.812870083815,1425.0683912128657,1425.0684799666005,478.9992645174522,603.3124931452555,465.9320574428891,3258.3297291365907,12221.812870083815,3.3949480194677264,27201.2661391692,6988.239959653078,6988.238914801951,2348.8794214391432,2957.9994307248203,2284.7072638240725,11930.74749916376,27201.2661391692,7.555907260880334,13615.88991834769,1688.0507670177121,1688.0508461166353,461.9292426148967,583.4427511173088,450.07867981964586,3826.7361001683057,13615.88991834769,3.782191643985469
Delta W snapshot1 [lambda],311.26961886621245,3.020927461593623,3.0209274615935753,2.77092589022363,2.2476491692480374,1.7914512258238517,4.814103204633044,311.26961886621245,0.08646378301839235,1723.9548121820997,50.582764512808566,50.58276216187722,37.44104615790745,46.27100286222031,36.51707433973796,538.6179727317711,1723.9548121820997,0.4788763367172499,4053.974597201835,249.82153356646603,249.82153361744363,188.24861348755,234.8133389038008,112.4636615785654,1926.2568750348087,4053.974597201835,1.1261040547782875,18332.719305125724,2137.6025868192983,2137.602719949901,718.4988967761783,904.9687397178832,698.8980861643337,4887.494593704886,18332.719305125724,5.09242202920159,40801.8992087538,10482.359939479617,10482.358372202927,3523.3191321587146,4436.999146087231,3427.0608957361083,17896.12124874564,40801.8992087538,11.3338608913205,20423.834877521535,2532.076150526568,2532.076269174953,692.893863922345,875.1641266759632,675.1180197294688,5740.104150252459,20423.834877521535,5.673287465978204
Delta W snapshot2 [lambda],622.5392377324249,6.041854923187246,6.041854923187151,5.54185178044726,4.495298338496075,3.5829024516477035,9.628206409266088,622.5392377324249,0.1729275660367847,2298.6064162427997,67.4436860170781,67.44368288250296,49.921394877209934,61.69467048296041,48.689432452983944,718.1572969756949,2298.6064162427997,0.6385017822896666,5405.29946293578,333.0953780886214,333.0953781565915,250.99815131673333,313.0844518717344,149.9515487714205,2568.3425000464117,5405.29946293578,1.5014720730377167,24443.62574016763,2850.1367824257313,2850.136959933201,957.9985290349044,1206.624986290511,931.8641148857782,6516.659458273181,24443.62574016763,6.789896038935453,54402.5322783384,13976.479919306155,13976.477829603902,4697.7588428782865,5915.998861449641,4569.414527648145,23861.49499832752,54402.5322783384,15.111814521760667,27231.77983669538,3376.1015340354243,3376.1016922332706,923.8584852297934,1166.8855022346177,900.1573596392917,7653.472200336611,27231.77983669538,7.564383287970938
Delta W snapshot3 [lambda],1245.0784754648498,12.083709846374491,12.083709846374301,11.08370356089452,8.99059667699215,7.165804903295407,19.256412818532176,1245.0784754648498,0.3458551320735694,3447.9096243641993,101.16552902561713,101.16552432375444,74.8820923158149,92.54200572444061,73.03414867947592,1077.2359454635423,3447.9096243641993,0.9577526734344998,8107.94919440367,499.64306713293206,499.64306723488727,376.4972269751,469.6266778076016,224.9273231571308,3852.5137500696173,8107.94919440367,2.252208109556575,36665.43861025145,4275.2051736385965,4275.205439899802,1436.9977935523566,1809.9374794357664,1397.7961723286674,9774.989187409772,36665.43861025145,10.18484405840318,81603.7984175076,20964.719878959233,20964.716744405854,7046.638264317429,8873.998292174461,6854.1217914722165,35792.24249749128,81603.7984175076,22.667721782641,40847.66975504307,5064.152301053136,5064.152538349906,1385.78772784469,1750.3282533519264,1350.2360394589375,11480.208300504917,40847.66975504307,11.346574931956408
Delta W snapshot4 [lambda],2490.1569509296996,24.167419692748982,24.167419692748602,22.16740712178904,17.9811933539843,14.331609806590814,38.51282563706435,2490.1569509296996,0.6917102641471388,5746.516040606999,168.60921504269524,168.6092072062574,124.80348719302484,154.23667620740105,121.72358113245986,1795.3932424392372,5746.516040606999,1.5962544557241662,13513.248657339449,832.7384452215534,832.7384453914788,627.4953782918333,782.7111296793361,374.8788719285513,6420.8562501160295,13513.248657339449,3.753680182594292,61109.064350419074,7125.341956064328,7125.342399833003,2394.996322587261,3016.5624657262774,2329.660287214446,16291.648645682955,61109.064350419074,16.974740097338632,136006.330695846,34941.199798265385,34941.19457400975,11744.397107195715,14789.997153624101,11423.536319120361,59653.737495818794,136006.330695846,37.77953630440167,68079.44959173845,8440.25383508856,8440.254230583176,2309.6462130744835,2917.2137555865443,2250.393399098229,19133.68050084153,68079.44959173845,18.910958219927345
Delta W snapshot5 [lambda],,,,,,,,,,8045.122456849799,236.05290105977332,236.05289008876036,174.72488207023477,215.93134669036144,170.4130135854438,2513.550539414932,8045.122456849799,2.234756238013833,18918.54812027523,1165.8338233101747,1165.8338235480703,878.4935296085666,1095.7955815510704,524.8304206999718,8989.19875016244,18918.54812027523,5.255152255632009,85552.69009058671,9975.47873849006,9975.479359766203,3352.9948516221652,4223.1874520167885,3261.524402100224,22808.308103956137,85552.69009058671,23.764636136274085,190408.8629741844,48917.67971757154,48917.67240361366,16442.155950074,20705.996015073742,15992.950846768506,83515.23249414632,190408.8629741844,52.89135082616233,95311.22942843383,11816.355369123985,11816.355922816447,3233.5046983042766,4084.0992578211617,3150.550758737521,26787.15270117814,95311.22942843383,26.475341507898285
Delta W snapshot6 [lambda],,,,,,,,,,12642.335289335399,370.9402730939295,370.94025585376625,274.5676718246546,339.32068765628225,267.7918784914117,3949.8651333663215,12642.335289335399,3.511759802593166,29729.147046146787,1832.0245794874174,1832.0245798612534,1380.4898322420333,1721.9644852945391,824.7335182428128,14125.883750255263,29729.147046146787,8.258096401707443,134439.94157092198,15675.752303341522,15675.753279632605,5268.991909691974,6636.437424597811,5125.252631871781,35841.6270205025,134439.94157092198,37.34442821414499,299213.9275308612,76870.63955618386,76870.62806282146,25837.673635830575,32537.99373797302,25131.779902064794,131238.22249080133,299213.9275308612,83.11497986968367,149774.7891018246,18568.558437194835,18568.559307282987,5081.221668763863,6417.8702622903975,4950.865478016104,42094.09710185137,149774.7891018246,41.60410808384016
Delta W snapshot7 [lambda],,,,,,,,,,17239.548121820997,505.8276451280857,505.8276216187722,374.4104615790745,462.7100286222031,365.17074339737957,5386.179727317711,17239.548121820997,4.788763367172499,40539.74597201835,2498.2153356646604,2498.2153361744363,1882.4861348755,2348.133389038008,1124.636615785654,19262.568750348088,40539.74597201835,11.261040547782875,183327.19305125723,21376.025868192984,21376.027199499007,7184.988967761783,9049.687397178832,6988.980861643337,48874.94593704886,183327.19305125723,50.924220292015896,408018.992087538,104823.59939479617,104823.58372202926,35233.19132158715,44369.991460872305,34270.60895736109,178961.2124874564,408018.992087538,113.338608913205,204238.34877521536,25320.761505265684,25320.76269174953,6928.93863922345,8751.641266759632,6751.180197294688,57401.04150252459,204238.34877521536,56.73287465978204
Delta W snapshot8 [lambda],,,,,,,,,,20687.4577461852,606.9931741537029,606.9931459425267,449.2925538948894,555.2520343466438,438.20489207685546,6463.415672781253,20687.4577461852,5.746516040606998,48647.69516642202,2997.858402797592,2997.8584034093237,2258.9833618506,2817.76006684561,1349.5639389427847,23115.082500417706,48647.69516642202,13.51324865733945,219992.63166150867,25651.23104183158,25651.232639398808,8621.98676131414,10859.624876614598,8386.777033972005,58649.935124458636,219992.63166150867,61.109064350419075,489622.7905050456,125788.31927375539,125788.30046643512,42279.829585904576,53243.989753046764,41124.7307488333,214753.45498494766,489622.7905050456,136.006330695846,245086.0185302584,30384.91380631882,30384.915230099432,8314.72636706814,10501.96952011156,8101.4162367536255,68881.24980302951,245086.0185302584,68.07944959173845
Delta W snapshot9 [lambda],,,,,,,,,,25284.670578670797,741.880546187859,741.8805117075325,549.1353436493092,678.6413753125645,535.5837569828234,7899.730266732643,25284.670578670797,7.023519605186332,59458.294092293574,3664.049158974835,3664.049159722507,2760.9796644840667,3443.9289705890783,1649.4670364856256,28251.767500510527,59458.294092293574,16.516192803414885,268879.88314184395,31351.504606683044,31351.50655926521,10537.983819383948,13272.874849195621,10250.505263743562,71683.254041005,268879.88314184395,74.68885642828998,598427.8550617225,153741.27911236772,153741.25612564292,51675.34727166115,65075.98747594604,50263.55980412959,262476.44498160266,598427.8550617225,166.22995973936733,299549.5782036492,37137.11687438967,37137.118614565974,10162.443337527726,12835.740524580795,9901.730956032208,84188.19420370273,299549.5782036492,83.20821616768032
Delta W snapshot10 [lambda],,,,,,,,,,29881.883411156396,876.7679182220152,876.7678774725384,648.9781334037291,802.0307162784853,632.9626218887912,9336.044860684033,29881.883411156396,8.300523169765665,70268.89301816514,4330.239915152078,4330.23991603569,3262.9759671175334,4070.0978743325472,1949.3701340284667,33388.45250060335,70268.89301816514,19.519136949490317,317767.1346221792,37051.778171534505,37051.780479131616,12453.980877453758,15686.124821776642,12114.233493515118,84716.57295755137,317767.1346221792,88.26864850616089,707232.9196183992,181694.23895098,181694.21178485072,61070.86495741772,76907.98519884533,59402.38885942588,310199.43497825775,707232.9196183992,196.45358878288866,354013.13787703996,43889.31994246052,43889.321999032516,12010.160307987313,15169.511529050029,11702.045675310792,99495.13860437596,354013.13787703996,98.3369827436222
Delta W snapshot11 [lambda],,,,,,,,,,34479.096243641994,1011.6552902561714,1011.6552432375444,748.820923158149,925.4200572444062,730.3414867947591,10772.359454635422,34479.096243641994,9.577526734344998,81079.4919440367,4996.430671329321,4996.430672348873,3764.972269751,4696.266778076016,2249.273231571308,38525.137500696175,81079.4919440367,22.52208109556575,366654.38610251446,42752.05173638597,42752.054398998014,14369.977935523566,18099.374794357664,13977.961723286675,97749.89187409772,366654.38610251446,101.84844058403179,816037.984175076,209647.19878959234,209647.16744405852,70466.3826431743,88739.98292174461,68541.21791472218,357922.4249749128,816037.984175076,226.67721782641,408476.6975504307,50641.52301053137,50641.52538349906,13857.8772784469,17503.282533519265,13502.360394589376,114802.08300504918,408476.6975504307,113.46574931956408
