,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Visibilities kernel bw5,,,47.766840291524325,728.0501213520206,133.1496836062718,4904.13461653106,,,,,,,,,,,,,298.59819054241103,539.7257387994806,402.46993482399586,642.0150852762639,,,,,,,,,346.4880482621467,815.0019272174761,272.4653296626316,796.4389994642174,847.886522667644,672.7141591629874,,,71.16479967201236,137.0341350752883,121.78077224945984,173.83807157389595,137.0341350752883,121.78077224945984,242.47154251256643,763.8382586399705,127.82683964888622,452.3993183592601,831.6483233015032,133.02436810677162,364.10333051455024,831.6483233015032,133.02436810677162
Visibilities kernel bw6,,,106.4543624159944,962.8184500714691,321.94276041402014,5646.4982188710155,,,,,,,,,,,,,323.2175735183414,866.7214764184879,635.9120988115415,1009.5965662038063,,,,,,,,,747.7843210047002,2370.7495214218147,631.0333742708668,1466.848270931015,1590.0887407771293,1194.1252043983868,,,150.78407211584155,334.0657642590864,276.85154184079994,399.58233065275243,334.0657642590864,276.85154184079994,542.8066567448911,2087.5129725438087,298.127880991888,1056.9956111415931,2416.4732249923372,322.0192063238439,800.9574402788268,2416.4732249923372,322.0192063238439
Visibilities kernel bw7,,,176.439301875703,960.1116781946715,520.011473422312,9228.31160341472,,,,,,,,,,,,,,,,,,,,,,,,,1399.1452709590276,4477.504743519321,1148.4256168340485,,,,,,237.54386145534087,543.5383144968401,426.0827529666941,655.3404401189531,543.5383144968401,426.0827529666941,940.1189371083898,3752.925643727738,467.5325437893602,2225.9916815897827,4559.376785423847,520.6724422448136,1523.9973071447005,4559.376785423847,520.6724422448136
Visibilities kernel bw8,,,238.8082165708644,1068.0075038053226,822.5064919410258,8149.470029303199,,,,,,,,,,,,,,,,,,,,,,,,,2098.200891483406,5065.877690358413,1270.4641864832622,,,,,,332.98910814749917,863.773833793827,654.9425229249683,876.979388014485,863.773833793827,654.9425229249683,1315.0170508008462,4123.360798001023,726.3201866078786,2524.2927985876595,5155.254682038141,824.0959295813624,2310.1492035662773,5155.254682038141,824.0959295813624
Visibilities kernel bw9,,,339.9887854725739,1245.7911931924086,1163.1988402021839,7080.934736583459,,,,,,,,,,,,,,,,,,,,,,,,,2362.042914006224,11481.133292123031,1873.763781013465,,,,,,423.5324984877154,1228.0691802304266,898.6931890391724,1222.7695571112372,1228.0691802304266,898.6931890391724,1357.1437760989543,4233.104180271256,747.7567945529083,4301.886303040565,11675.41441639373,1166.3088263093412,2632.239683781082,11675.41441639373,1166.3088263093412
Visibilities kernel bw10,,,428.50018204170294,1666.0263468605083,1277.9442667155186,6284.044185172638,,,,,,,,,,,,,,,,,,,,,,,,,3876.954918915652,12630.203289454572,3033.8976267915427,,,,,,542.7908324871679,1355.1206018640028,964.5909641440204,1771.1304017377329,1355.1206018640028,964.5909641440204,,,,4742.555092028772,12836.484834813697,1282.13375489196,4363.298161560608,12836.484834813697,1282.13375489196
Visibilities kernel bw11,,,546.6406588461697,1506.871180750053,1835.7937477388105,5665.155213522252,,,,,,,,,,,,,,,,,,,,,,,,,4163.397546105669,13622.228633433762,3223.3342319109347,,,,,,715.0768400512706,1953.6714456566804,1360.5432773148984,1891.070482109816,1953.6714456566804,1360.5432773148984,,,,10248.126946738968,13838.134902773352,1842.7200838093886,4723.724905650014,13838.134902773352,1842.7200838093886
Oversampling used pred0,2.0908265057346327,54.990592677030044,2.640624338792975,58.44629788654541,5.116000009285649,63.99999857325352,2.2560077079057805,2.0953103178688295,2.6178707355163056,3.965087925958457,1.8896245481337388,2.0953103178688295,2.6178707355163056,3.965087925958457,1.8896245481337388,2.0953103178688295,2.6178707355163056,3.965087925958457,6.634403631341023,14.916482308305824,17.555145353035407,55.25743867338778,9.80037803906184,16.033641368752093,3.4723527174255864,63.7925353122085,11.389191575347603,14.538330427379577,14.538330427379577,59.707651089820196,6.567454641805533,14.668065471154378,11.436149992393112,15.311975221458056,15.391379097296017,15.050803593501108,4.217389129417832,16.70857763764024,4.436958867907116,4.341229419994953,6.1439744096402364,4.97958454897568,4.341229419994953,6.1439744096402364,5.7749901190634745,16.405394367436053,6.165194031670914,8.91641612927922,15.907366855173343,10.036117550553776,7.280038585183142,15.907366855173343,10.036117550553776
Oversampling used pred1,4.071072678939075,59.21738845414506,3.88661527437219,61.68940528671284,6.299577054436945,63.999999999596334,4.394104001126493,4.097667835344282,4.088724576514075,8.858866813245783,3.702296055315138,4.097667835344282,4.088724576514075,8.858866813245783,3.702296055315138,4.097667835344282,4.088724576514075,8.858866813245783,13.967348622551285,28.556174024932474,26.864082390078288,59.884846290063955,10.525743932412468,31.769463900031162,5.27775253691928,63.95467643961718,13.800019764848692,29.51632120824862,28.33633371058393,63.151593391234094,13.745293156042628,28.127940621937014,16.251631647803876,28.970325583335303,29.193717944457,28.24921855931506,6.499448573593504,29.364442521399027,4.876089752877377,6.49701698982534,6.405026862969088,8.562105537151297,6.49701698982534,6.405026862969088,11.264998288718672,30.896266631249674,6.44492182668467,18.399413512637686,30.7601992985107,10.048309491231514,15.172651417334272,30.7601992985107,10.048309491231514
Oversampling used pred2,7.684553848910063,63.36686441990741,5.079964809061835,63.14011155140142,10.757522668665516,63.99999999999981,8.306868529445062,7.822105771632053,7.776857727144169,27.45348997498248,7.095322227637638,7.822105771632053,7.776857727144169,27.45348997498248,7.095322227637638,7.822105771632053,7.776857727144169,27.45348997498248,23.085276676113665,41.899146019778655,39.215660513936584,62.12435891054058,13.183491363432374,44.46068209472217,6.585007569599789,63.99454161371957,17.7996420766313,40.53216982392245,38.44745754685495,63.712120950519974,22.764026216594388,41.957602258972315,20.6936691573651,42.41592850601821,42.78203187233038,41.24473443352889,10.562588662010164,42.30692912163548,6.623902284070688,11.13693642567602,10.908780326622967,14.318172349928787,11.13693642567602,10.908780326622967,18.521270965649947,43.8869105898177,11.007163843946032,29.041020896845886,43.90210982094705,13.024746946179064,24.349558107490687,43.90210982094705,13.024746946179064
Oversampling used pred3,22.86537071479738,63.95741626934696,8.876321784960517,63.855380863888016,21.632168356967654,64.0,24.6077203106993,23.764407606089257,23.465166108332454,54.83831545024153,19.324929373562895,23.764407606089257,23.465166108332454,54.83831545024153,19.324929373562895,23.764407606089257,23.465166108332454,54.83831545024153,38.5932321609485,56.21547064121237,53.186642309454754,63.134074041045054,21.583401593383677,58.8176491305592,8.67299436975523,63.99897405154155,25.936040874372665,60.09597666303233,58.448318219517745,63.9987050883261,40.1947960132889,58.18369501418402,36.35446886749675,57.15911873352401,57.55337699356957,55.87193104481985,21.4518553626706,58.24393751110452,13.603701989354754,21.996733863371894,21.29284668232878,27.409998568162145,21.996733863371894,21.29284668232878,33.93585368272793,58.90840588373102,21.59296164373125,47.7059042758397,59.114675183154375,21.595324700017258,41.94622370597014,59.114675183154375,21.595324700017258
Oversampling used pred4,49.89346067894175,63.99759695550762,21.19817221558815,63.989990844053914,42.90328900700606,64.0,52.11541442370077,51.37942763540333,51.37942763540333,63.736272985495866,50.144922792377734,51.37942763540333,51.37942763540333,63.736272985495866,50.144922792377734,51.37942763540333,51.37942763540333,63.736272985495866,58.80265268700908,63.66542016895124,62.94368078428881,63.91666269444101,39.8209944458729,63.96025783949855,13.508104238547801,63.99999035659442,,,,,60.06627443996631,63.94132288627663,57.74342277736117,63.841394921956166,63.88056379146653,63.66764795203464,31.343703373606175,63.14525938847497,29.314739992957,43.4781351263187,41.62718116803583,49.502534332997044,43.4781351263187,41.62718116803583,56.12234199979021,63.93641227205304,42.406097740905174,62.605558250923586,63.95556964047075,42.86708035198142,60.56628580646995,63.95556964047075,42.86708035198142
Oversampling used pred5,,,33.836462384386024,63.99932897899562,56.138367078166326,64.0,,,,,,,,,,,,,63.419315565303044,63.986975336363734,63.886885773764234,63.9973988448873,,,,,,,,,63.72685005510146,63.999829377696564,63.12365741839949,63.99977144246466,63.99989834608906,63.99839600780043,,,43.133303595792185,56.60487789858613,54.59693208353518,59.85783301361202,56.60487789858613,54.59693208353518,62.59455401810072,63.999618085760936,55.45094814660281,63.9484736975397,63.99986872439423,56.12283672202511,63.79302269695868,63.99986872439423,56.12283672202511
Oversampling used pred6,,,52.03002078412674,63.99998336373429,63.597953059975,64.0,,,,,,,,,,,,,63.60594415564367,63.99992443792992,63.99713643420447,63.99999203619801,,,,,,,,,63.99950822602085,63.99999999999999,63.99690774831707,63.99999999406006,63.99999999914712,63.999999564437225,,,58.04469933778452,63.667828482013455,63.18214794838092,63.88162314983697,63.667828482013455,63.18214794838092,63.98759219925392,63.99999999999966,63.4149986994881,63.999996224814794,64.0,63.59843679203127,63.99978714100408,64.0,63.59843679203127
Oversampling used pred7,,,60.02408872179009,63.99998263924492,63.98223354637472,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.999999982748314,64.0,63.99999910543966,,,,,,62.48114379091295,63.98773434647795,63.92201355179332,63.997891233507794,63.98773434647795,63.92201355179332,63.999976214764594,64.0,63.95939996338215,63.999999999999964,64.0,63.98241752128892,63.99999999758501,64.0,63.98241752128892
Oversampling used pred8,,,62.51108741934092,63.99999682588064,63.99984839661558,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.999999999999716,64.0,63.99999986910108,,,,,,63.662148307119104,63.999920847611165,63.99787797734219,63.999935709672954,63.999920847611165,63.99787797734219,63.99999993510367,64.0,63.99931044664979,64.0,64.0,63.99985214430471,63.99999999999999,64.0,63.99985214430471
Oversampling used pred9,,,63.69741155843311,63.99999980694319,63.9999992911256,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999999999999,64.0,63.99999999999021,,,,,,63.918817688192966,63.99999974479246,63.999954329503645,63.99999972257866,63.99999974479246,63.999954329503645,63.999999966572986,64.0,63.9995080127924,64.0,64.0,63.999999325007764,64.0,64.0,63.999999325007764
Oversampling used pred10,,,63.92492673265342,63.99999999974206,63.99999988364726,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.98758910676948,63.9999999654908,63.99998382170046,63.999999999950724,63.9999999654908,63.99998382170046,,,,64.0,64.0,63.999999891076165,64.0,64.0,63.999999891076165
Oversampling used pred11,,,63.988319203909235,63.999999996837374,63.9999999999822,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.999176874808995,63.99999999999722,63.9999999683155,63.999999999992546,63.99999999999722,63.9999999683155,,,,64.0,64.0,63.99999999998404,64.0,64.0,63.99999999998404
Oversampling used bw0,2.0908265057346327,54.990592677030044,2.640624338792975,58.44629788654541,5.116000009285649,63.99999857325352,2.2560077079057805,2.0953103178688295,2.6178707355163056,3.965087925958457,1.8896245481337388,2.0953103178688295,2.6178707355163056,3.965087925958457,1.8896245481337388,2.0953103178688295,2.6178707355163056,3.965087925958457,6.634403631341023,14.916482308305824,17.555145353035407,55.25743867338778,9.80037803906184,16.033641368752093,3.4723527174255864,63.7925353122085,11.389191575347603,14.538330427379577,14.538330427379577,59.707651089820196,6.567454641805533,14.668065471154378,11.436149992393112,15.311975221458056,15.391379097296017,15.050803593501108,4.217389129417832,16.70857763764024,4.436958867907116,4.341229419994953,6.1439744096402364,4.97958454897568,4.341229419994953,6.1439744096402364,5.7749901190634745,16.405394367436053,6.165194031670914,8.91641612927922,15.907366855173343,10.036117550553776,7.280038585183142,15.907366855173343,10.036117550553776
Oversampling used bw1,4.071072678939075,59.21738845414506,3.88661527437219,61.68940528671284,6.299577054436945,63.999999999596334,4.394104001126493,4.097667835344282,4.088724576514075,8.858866813245783,3.702296055315138,4.097667835344282,4.088724576514075,8.858866813245783,3.702296055315138,4.097667835344282,4.088724576514075,8.858866813245783,13.967348622551285,28.556174024932474,26.864082390078288,59.884846290063955,10.525743932412468,31.769463900031162,5.27775253691928,63.95467643961718,13.800019764848692,29.51632120824862,28.33633371058393,63.151593391234094,13.745293156042628,28.127940621937014,16.251631647803876,28.970325583335303,29.193717944457,28.24921855931506,6.499448573593504,29.364442521399027,4.876089752877377,6.49701698982534,6.405026862969088,8.562105537151297,6.49701698982534,6.405026862969088,11.264998288718672,30.896266631249674,6.44492182668467,18.399413512637686,30.7601992985107,10.048309491231514,15.172651417334272,30.7601992985107,10.048309491231514
Oversampling used bw2,7.684553848910063,63.36686441990741,5.079964809061835,63.14011155140142,10.757522668665516,63.99999999999981,8.306868529445062,7.822105771632053,7.776857727144169,27.45348997498248,7.095322227637638,7.822105771632053,7.776857727144169,27.45348997498248,7.095322227637638,7.822105771632053,7.776857727144169,27.45348997498248,23.085276676113665,41.899146019778655,39.215660513936584,62.12435891054058,13.183491363432374,44.46068209472217,6.585007569599789,63.99454161371957,17.7996420766313,40.53216982392245,38.44745754685495,63.712120950519974,22.764026216594388,41.957602258972315,20.6936691573651,42.41592850601821,42.78203187233038,41.24473443352889,10.562588662010164,42.30692912163548,6.623902284070688,11.13693642567602,10.908780326622967,14.318172349928787,11.13693642567602,10.908780326622967,18.521270965649947,43.8869105898177,11.007163843946032,29.041020896845886,43.90210982094705,13.024746946179064,24.349558107490687,43.90210982094705,13.024746946179064
Oversampling used bw3,22.86537071479738,63.95741626934696,8.876321784960517,63.855380863888016,21.632168356967654,64.0,24.6077203106993,23.764407606089257,23.465166108332454,54.83831545024153,19.324929373562895,23.764407606089257,23.465166108332454,54.83831545024153,19.324929373562895,23.764407606089257,23.465166108332454,54.83831545024153,38.5932321609485,56.21547064121237,53.186642309454754,63.134074041045054,21.583401593383677,58.8176491305592,8.67299436975523,63.99897405154155,25.936040874372665,60.09597666303233,58.448318219517745,63.9987050883261,40.1947960132889,58.18369501418402,36.35446886749675,57.15911873352401,57.55337699356957,55.87193104481985,21.4518553626706,58.24393751110452,13.603701989354754,21.996733863371894,21.29284668232878,27.409998568162145,21.996733863371894,21.29284668232878,33.93585368272793,58.90840588373102,21.59296164373125,47.7059042758397,59.114675183154375,21.595324700017258,41.94622370597014,59.114675183154375,21.595324700017258
Oversampling used bw4,49.89346067894175,63.99759695550762,21.19817221558815,63.989990844053914,42.90328900700606,64.0,52.11541442370077,51.37942763540333,51.37942763540333,63.736272985495866,50.144922792377734,51.37942763540333,51.37942763540333,63.736272985495866,50.144922792377734,51.37942763540333,51.37942763540333,63.736272985495866,58.80265268700908,63.66542016895124,62.94368078428881,63.91666269444101,39.8209944458729,63.96025783949855,13.508104238547801,63.99999035659442,,,,,60.06627443996631,63.94132288627663,57.74342277736117,63.841394921956166,63.88056379146653,63.66764795203464,31.343703373606175,63.14525938847497,29.314739992957,43.4781351263187,41.62718116803583,49.502534332997044,43.4781351263187,41.62718116803583,56.12234199979021,63.93641227205304,42.406097740905174,62.605558250923586,63.95556964047075,42.86708035198142,60.56628580646995,63.95556964047075,42.86708035198142
Oversampling used bw5,,,33.836462384386024,63.99932897899562,56.138367078166326,64.0,,,,,,,,,,,,,63.419315565303044,63.986975336363734,63.886885773764234,63.9973988448873,,,,,,,,,63.72685005510146,63.999829377696564,63.12365741839949,63.99977144246466,63.99989834608906,63.99839600780043,,,43.133303595792185,56.60487789858613,54.59693208353518,59.85783301361202,56.60487789858613,54.59693208353518,62.59455401810072,63.999618085760936,55.45094814660281,63.9484736975397,63.99986872439423,56.12283672202511,63.79302269695868,63.99986872439423,56.12283672202511
Oversampling used bw6,,,52.03002078412674,63.99998336373429,63.597953059975,64.0,,,,,,,,,,,,,63.60594415564367,63.99992443792992,63.99713643420447,63.99999203619801,,,,,,,,,63.99950822602085,63.99999999999999,63.99690774831707,63.99999999406006,63.99999999914712,63.999999564437225,,,58.04469933778452,63.667828482013455,63.18214794838092,63.88162314983697,63.667828482013455,63.18214794838092,63.98759219925392,63.99999999999966,63.4149986994881,63.999996224814794,64.0,63.59843679203127,63.99978714100408,64.0,63.59843679203127
Oversampling used bw7,,,60.02408872179009,63.99998263924492,63.98223354637472,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.999999982748314,64.0,63.99999910543966,,,,,,62.48114379091295,63.98773434647795,63.92201355179332,63.997891233507794,63.98773434647795,63.92201355179332,63.999976214764594,64.0,63.95939996338215,63.999999999999964,64.0,63.98241752128892,63.99999999758501,64.0,63.98241752128892
Oversampling used bw8,,,62.51108741934092,63.99999682588064,63.99984839661558,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.999999999999716,64.0,63.99999986910108,,,,,,63.662148307119104,63.999920847611165,63.99787797734219,63.999935709672954,63.999920847611165,63.99787797734219,63.99999993510367,64.0,63.99931044664979,64.0,64.0,63.99985214430471,63.99999999999999,64.0,63.99985214430471
Oversampling used bw9,,,63.69741155843311,63.99999980694319,63.9999992911256,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999999999999,64.0,63.99999999999021,,,,,,63.918817688192966,63.99999974479246,63.999954329503645,63.99999972257866,63.99999974479246,63.999954329503645,63.999999966572986,64.0,63.9995080127924,64.0,64.0,63.999999325007764,64.0,64.0,63.999999325007764
Oversampling used bw10,,,63.92492673265342,63.99999999974206,63.99999988364726,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.98758910676948,63.9999999654908,63.99998382170046,63.999999999950724,63.9999999654908,63.99998382170046,,,,64.0,64.0,63.999999891076165,64.0,64.0,63.999999891076165
Oversampling used bw11,,,63.988319203909235,63.999999996837374,63.9999999999822,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.999176874808995,63.99999999999722,63.9999999683155,63.999999999992546,63.99999999999722,63.9999999683155,,,,64.0,64.0,63.99999999998404,64.0,64.0,63.99999999998404
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",559.1337152950158,1809.0904657256951,603.2228470378325,1373.4278293411337,414.1383024984219,1885.9751150023908,429.9899422466631,398.1901223156782,398.1901223156782,1288.353070402745,358.44033998018244,398.1901223156782,398.1901223156782,1288.353070402745,358.44033998018244,398.1901223156782,398.1901223156782,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,214.97748223738932,398.02881001253394,398.02881001253394,25.664246596024633,257.9547512531722,398.02881001253394,238.85374289707516,894.2545468709208,894.2545468709208,894.2545468709208,1005.0053854489457,2511.6897145573553,372.78105657217833,483.15612439994436,483.15612439994436,559.0389802377872,483.15612439994436,483.15612439994436,652.167937578682,1207.4924417886202,483.15612439994436,726.1926570419781,1008.5130422414231,403.5407769988023,653.5959856457442,1008.5130422414231,403.5407769988023
"Channels predict, no-smear1",1117.2953217949262,3617.208237988821,904.5597563976627,2059.86715195982,621.0918337495959,2828.8470245059593,859.2872958419088,795.6877005716108,795.6877005716108,2576.0131800688873,716.1882027630096,795.6877005716108,795.6877005716108,2576.0131800688873,716.1882027630096,795.6877005716108,795.6877005716108,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,1101.6190674725092,322.2189921177397,745.7306245903046,745.7306245903046,418.90275499589205,322.42065370364355,596.9976404288616,596.9976404288616,38.494609457539404,386.88655543856316,596.9976404288616,358.2350436199255,1341.280466795748,1341.280466795748,1341.280466795748,1507.2335084877068,3767.259952131288,559.0389802377872,724.6015700009231,724.6015700009231,838.4258482659727,724.6015700009231,724.6015700009231,978.1192792840136,1811.1060218133737,724.6015700009231,1089.1760088165274,1512.656581147074,605.1982043678688,980.28100389151,1512.656581147074,605.1982043678688
"Channels predict, no-smear2",2233.6181120846836,7233.443651746777,1205.8966379974954,2746.3064623796045,828.0453578278335,3771.7189324319356,1717.881724030251,1590.6825558293533,1590.6825558293533,5151.333306208186,1431.683593715042,1590.6825558293533,1590.6825558293533,5151.333306208186,1431.683593715042,1590.6825558293533,1590.6825558293533,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,1468.7946866230889,429.5881397427964,994.2703121075014,994.2703121075014,558.5246559695574,429.86382302328974,795.9664696855765,795.9664696855765,51.32497229224026,515.818357835032,795.9664696855765,477.6163424109698,1788.3063841681017,1788.3063841681017,1788.3063841681017,2009.4616148571042,5022.83018303477,745.2968934217347,966.0470075132783,966.0470075132783,1117.8127093029952,966.0470075132783,966.0470075132783,1304.070614995905,2414.7195985996987,966.0470075132783,1452.1593566854401,2016.800117240791,806.8556247104659,1306.96601779828,2016.800117240791,806.8556247104659
"Channels predict, no-smear3",4466.26348098825,14465.914413852615,1808.570373420898,4119.185071013969,1241.9523988093595,5657.462746707873,3435.07044070933,3180.6721154882,3180.6721154882,10301.97351186012,2862.67420802834,3180.6721154882,3180.6721154882,10301.97351186012,2862.67420802834,3180.6721154882,3180.6721154882,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,644.7501595153672,1193.9041270392163,1193.9041270392163,76.98569793480485,773.6819608386259,1193.9041270392163,716.3789380602059,2682.3582163564483,2682.3582163564483,2682.3582163564483,3013.917810920462,7533.970638170312,1117.8127093029952,1448.937874446404,1448.937874446404,1676.58642438262,1448.937874446404,1448.937874446404,1955.9732804231985,3621.9467489340564,1448.937874446404,2178.126048514747,3025.0871866158723,1210.1704583665676,1960.336041270146,3025.0871866158723,1210.1704583665676
"Channels predict, no-smear4",8931.554112875032,28930.855905350065,3013.917810920462,6864.942273636082,2069.7664721575957,9428.950373368421,6869.447804173029,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,2485.5084313703824,1396.2560606678828,,,,,1289.4091646977774,1989.779440352671,1193.9041270392163,4470.461877672626,4470.461877672626,4470.461877672626,4018.373998645579,10045.11108995104,1862.8443284761663,2414.7195985996987,2414.7195985996987,2794.133846147517,2414.7195985996987,2414.7195985996987,3259.7786040836563,6036.401045713372,2414.7195985996987,3630.0594274868595,5041.661321982965,2016.800117240791,3267.07608300433,5041.661321982965,2016.800117240791
"Channels predict, no-smear5",,,4219.26523571507,9610.699470687023,2897.5805422242274,13200.437999296486,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,1671.4293151335298,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,3380.5013190529257,3911.681264714464,3380.5013190529257,3380.5013190529257,4563.583925007532,8450.855341013887,3380.5013190529257,5081.992804669026,7058.235456070325,2823.4297729004174,4573.8161227602595,7058.235456070325,2823.4297729004174
"Channels predict, no-smear6",,,6629.960074898007,15102.21386022389,4553.208679676484,20743.413250674002,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,2626.4796906042498,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,5312.06475692582,6146.776099231232,5312.06475692582,5312.06475692582,7171.194564597031,13279.763930416846,5312.06475692582,7985.859557579737,11091.383723198613,4436.689081593386,7187.29620064201,11091.383723198613,4436.689081593386
"Channels predict, no-smear7",,,9040.654909467647,20593.728247660394,6208.8368159291185,28286.38850162736,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,3581.5300657480143,,,,,,5588.002390765619,7243.628193459831,7243.628193459831,8381.87093257496,7243.628193459831,7243.628193459831,9778.805203194423,18108.672519208772,7243.628193459831,10889.726309842874,15124.531989867131,6049.948389102294,9800.776277769013,15124.531989867131,6049.948389102294
"Channels predict, no-smear8",,,10848.676034195598,24712.36403777495,7450.557917820432,33943.619939647484,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,4297.817847033029,,,,,,6705.549807639503,8692.300770509128,8692.300770509128,10058.192057312433,8692.300770509128,8692.300770509128,11734.513181907203,21730.353960832246,8692.300770509128,13067.626373872286,18149.39318963302,7259.892869446458,11760.88633545867,18149.39318963302,7259.892869446458
"Channels predict, no-smear9",,,13259.37086640695,30203.878424293223,9106.186053467487,41486.595190876724,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,5252.868221995312,,,,,,8195.613029826505,10623.864206351685,10623.864206351685,12293.286890062791,10623.864206351685,10623.864206351685,12386.41584142446,22937.581107860868,9175.19162948914,15971.493125857936,22182.5414561377,8873.152176361229,14374.366412224357,22182.5414561377,8873.152176361229
"Channels predict, no-smear10",,,15670.065698076485,35695.392810509155,10761.814188959252,49029.57044203559,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,6207.918596931814,,,,,,9685.676251827055,12555.427642058461,12555.427642058461,14528.381722726019,12555.427642058461,12555.427642058461,,,,18875.359877643317,26215.689722525978,10486.411483183814,16987.846488913263,26215.689722525978,10486.411483183814
"Channels predict, no-smear11",,,18080.76052947859,41186.9071966738,12417.442324443025,56572.54569243952,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,7162.968971877786,,,,,,11175.739473704114,14486.991077609053,14486.991077609053,16763.476555282203,14486.991077609053,14486.991077609053,,,,21779.22662946886,30248.837988860792,12099.670789899565,19601.326565676056,30248.837988860792,12099.670789899565
"Channels backward, no-smear0",559.1337152950158,1809.0904657256951,603.2228470378325,1373.4278293411337,414.1383024984219,1885.9751150023908,429.9899422466631,398.1901223156782,398.1901223156782,1288.353070402745,358.44033998018244,398.1901223156782,398.1901223156782,1288.353070402745,358.44033998018244,398.1901223156782,398.1901223156782,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,214.97748223738932,398.02881001253394,398.02881001253394,25.664246596024633,257.9547512531722,398.02881001253394,238.85374289707516,894.2545468709208,894.2545468709208,894.2545468709208,1005.0053854489457,2511.6897145573553,372.78105657217833,483.15612439994436,483.15612439994436,559.0389802377872,483.15612439994436,483.15612439994436,652.167937578682,1207.4924417886202,483.15612439994436,726.1926570419781,1008.5130422414231,403.5407769988023,653.5959856457442,1008.5130422414231,403.5407769988023
