,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Combined samples facet6,,,15.0,2.0,9.0,2.0,,,,,,,,,,,,,4.0,2.0,2.0,2.0,,,,,,,,,6.0,3.0,3.0,2.0,2.0,2.0,,,12.0,9.0,12.0,8.0,9.0,12.0,7.0,3.0,9.0,5.0,3.0,3.0,6.0,3.0,3.0
Combined samples facet7,,,11.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,,,,,,9.0,7.0,9.0,6.0,7.0,9.0,5.0,2.0,7.0,3.0,2.0,2.0,4.0,2.0,2.0
Combined samples facet8,,,9.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,,,,,7.0,5.0,7.0,5.0,5.0,7.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0
Combined samples facet9,,,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,6.0,4.0,6.0,4.0,4.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0
Combined samples facet10,,,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,5.0,4.0,5.0,3.0,4.0,5.0,,,,2.0,1.0,1.0,2.0,1.0,1.0
Combined samples facet11,,,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,4.0,3.0,4.0,3.0,3.0,4.0,,,,1.0,1.0,1.0,2.0,1.0,1.0
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred5 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred6 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred7 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred8 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred9 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred10 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred11 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward5 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward6 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward7 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward8 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward9 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward10 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward11 [s],,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0 [1],1.9009290153294387,112.69683142925896,2.4133983197906455,361.8194432907125,4.767783248940592,1018.3507326119224,2.0535388502151215,1.9041622676953964,3.144023082178767,3.665909623848318,1.7142582487181852,1.9041622676953964,3.144023082178767,3.665909623848318,1.7142582487181852,1.9041622676953964,3.144023082178767,3.665909623848318,6.535079026192501,15.6517869454469,18.640621919800655,116.31722739799808,9.583459333997325,16.58890652868908,3.2303873107249497,359.5283250169954,11.37616646888409,15.426585717717577,14.962754138272611,171.57656346097306,6.649859238057555,16.000250201121755,19.88778487203888,15.710165249445623,15.786061214351697,15.458979576862136,16.709187977722262,17.54470117603243,4.120613061517675,4.019376760082132,5.807371954484415,4.638014825266228,4.019376760082132,5.807371954484415,5.414117112394893,16.97210948412715,5.801627702642886,8.584944724412928,16.3522692039624,16.18280617321568,6.9094014690893,16.3522692039624,16.18280617321568
Visibilities kernel pred1 [1],3.768709208230856,150.4357652928651,3.5943165009085014,486.50500022969743,5.935234821749268,1502.115484891092,4.077031319447302,3.7891600748145366,6.163369890709935,8.580491455738757,3.411586895271359,3.7891600748145366,6.163369890709935,8.580491455738757,3.411586895271359,3.7891600748145366,6.163369890709935,8.580491455738757,14.444716386995081,34.2744570871336,31.985179373253303,162.39245470662595,10.425793691352938,39.64897909403583,5.027791943741849,444.1973131024952,14.24166368400991,36.12421125466588,34.28153767386264,274.52250153755693,14.784916743251102,35.45171094252842,34.77897340115195,34.76047488830244,35.06108827944759,33.78897580895211,33.195176303028745,35.94738637885795,4.5569537841144605,6.130611221611516,5.7751053641640615,8.234980889847051,6.130611221611516,5.7751053641640615,11.097979871442112,37.85488639506661,6.089110498564822,19.412038811935208,37.52361522236073,36.822544079635776,15.494818205472589,37.52361522236073,36.822544079635776
Visibilities kernel pred2 [1],7.37232335703566,272.76962639880134,4.7535388513804495,587.6175643250666,10.552277066868296,1963.2881899800968,8.004723979763927,7.487309542189724,18.5785843254671,32.64483894261877,6.744452516543306,7.487309542189724,18.5785843254671,32.64483894261877,6.744452516543306,7.487309542189724,18.5785843254671,32.64483894261877,25.95141228117129,62.06753143567669,56.301651820030784,211.19782817580622,13.471732724617363,68.93273016517443,6.397299424870447,580.1152366081936,19.293241420604012,58.56492649424425,54.349275999325386,343.1531269219461,26.742638283828516,64.98833471869608,63.131639139801045,62.957249367106336,63.7704235727622,60.39666778001344,57.365037125362534,63.92886110745956,6.301047156799592,10.959785900118138,6.060393250833359,14.543852370984236,10.959785900118138,6.060393250833359,19.61237045422062,66.61967030142769,10.846937492611598,34.66484535982423,66.41019215513798,64.54195552504166,27.441442862225028,66.41019215513798,64.54195552504166
Visibilities kernel pred3 [1],25.788111527105944,444.4376805351507,8.61784783103377,749.6815032740986,23.71148796174532,2822.4947020499226,28.25167499542608,26.86150243438664,76.67421270513952,115.85191092395316,20.767764236311727,26.86150243438664,76.67421270513952,115.85191092395316,20.767764236311727,26.86150243438664,76.67421270513952,115.85191092395316,54.114071110527874,124.52124181144455,107.25197912836036,261.76324823291196,24.32934006111591,147.59118402284136,8.709256423466405,692.0373819081176,31.26123168174342,165.37254574608545,147.14028008113556,686.3062538438923,59.44661463323382,144.71632454253142,137.5060308193598,130.66941816542558,133.5607897179136,122.04100394841045,123.76932416158952,144.6295450413719,13.870771424828934,24.198437257940242,13.622165019891641,32.22647586802361,24.198437257940242,13.622165019891641,43.51864379265397,146.43086288791616,23.753801247718737,78.60304893423114,147.86007593960682,140.60451383872052,61.19426250005857,147.86007593960682,140.60451383872052
Visibilities kernel pred4 [1],90.25759571651363,635.0350441589737,23.437246154885234,959.8064680508934,64.16279233566314,4153.875138888142,99.88993628062082,95.81092401827544,336.47566016065014,336.7884281076634,89.7135580417565,95.81092401827544,336.47566016065014,336.7884281076634,89.7135580417565,95.81092401827544,336.47566016065014,336.7884281076634,149.73224238297576,316.9327291398315,252.67289855177472,411.8747952756512,58.761258217481874,441.89066090679876,14.477291193214171,994.4465557829525,,,,,162.8229573190641,411.55961798060395,372.4773097798857,356.55420456889425,371.03545532222626,317.41961933823643,216.82330726621151,262.4090732958627,36.02899174123992,65.71087943166206,35.95029616656881,86.29287105033163,65.71087943166206,35.95029616656881,121.58175632816398,404.3484814274498,63.291278163236946,221.02014821509337,420.3490402023072,381.01859625431575,168.87095103371317,420.3490402023072,381.01859625431575
Visibilities kernel pred5 [1],,,44.2326976844872,1019.7626614815389,121.99736793456832,4747.749147198898,,,,,,,,,,,,,284.5043827531896,520.1309917949171,394.6050575014466,632.7388403064494,,,,,,,,,318.3141863553229,746.0016968115217,643.0442297340794,755.5309637954116,798.5693955382338,648.1194867807359,,,66.71253229560718,125.4275012335566,67.57871071730357,160.44786587146862,125.4275012335566,67.57871071730357,223.3957114439157,710.8366222542751,118.37581928405808,413.9435825862279,761.6315000804661,658.0223785221423,332.8751594502878,761.6315000804661,658.0223785221423
Visibilities kernel pred6 [1],,,100.1993071832516,1108.9561247246218,298.66307679592666,5539.40278682903,,,,,,,,,,,,,309.77774892273635,839.7705389832768,625.7986251413421,997.9967595427082,,,,,,,,,696.5077527762563,2195.899055179336,1735.9659830776811,1412.3392977158176,1520.1557260653378,1165.4713617089185,,,144.00887721628868,309.509491389941,161.79206397317805,374.60623364952426,309.509491389941,161.79206397317805,507.66462038881883,1976.4788239194054,280.7570324410104,978.6312527601799,2240.10219603215,1777.3771837327479,740.6700638131396,2240.10219603215,1777.3771837327479
Visibilities kernel pred7 [1],,,168.1868405376661,1766.036076721551,487.79165038058034,9111.79635005981,,,,,,,,,,,,,,,,,,,,,,,,,1318.8872517538769,4191.791207381168,3094.3858912030637,,,,,,229.7569272393956,509.25563380680023,268.71712884129806,622.2803860900141,509.25563380680023,268.71712884129806,890.3980631045363,3598.1461879610233,446.16101920948483,2083.3393107864486,4272.999581531205,3169.3849520304793,1424.321998426517,4272.999581531205,3169.3849520304793
Visibilities kernel pred8 [1],,,229.33028479969062,1541.802131194371,777.1215328203859,8069.7617388169865,,,,,,,,,,,,,,,,,,,,,,,,,1992.9284678892052,4775.825393366629,3384.018016919071,,,,,,324.2631753087781,815.3440106545079,388.2489512663432,839.2333404752485,815.3440106545079,388.2489512663432,1255.2166217370657,3981.155035933591,698.5773872076089,2379.460099487217,4865.946180567903,3466.7316771262454,2174.4557334478236,4865.946180567903,3466.7316771262454
Visibilities kernel pred9 [1],,,329.02882286926564,1326.1317242567343,1108.0302502398265,7029.30689193838,,,,,,,,,,,,,,,,,,,,,,,,,2262.6001090812574,10910.245173558882,7400.274637642082,,,,,,415.18145547702267,1169.2568445723655,509.42669651119314,1179.9572185512577,1169.2568445723655,509.42669651119314,1298.4290403503235,4095.2390705216094,720.8359337492996,4088.57754803081,11109.77269238494,7582.647768204385,2498.223613793692,11109.77269238494,7582.647768204385
Visibilities kernel pred10 [1],,,417.1418085951901,1168.825351343675,1225.5664582851844,6248.529767505168,,,,,,,,,,,,,,,,,,,,,,,,,3739.302969626891,12081.66715126637,7919.956864747349,,,,,,534.6459538084636,1299.6288691783104,668.4012742390032,1720.355497190684,1299.6288691783104,668.4012742390032,,,,4538.588380722055,12296.699057857171,8116.294469894486,4170.2850753103,12296.699057857171,8116.294469894486
Visibilities kernel pred11 [1],,,534.5936191455273,1048.4613004211633,1770.3744781542296,5639.615516675209,,,,,,,,,,,,,,,,,,,,,,,,,4038.05860569483,13102.120641308587,8359.949015383445,,,,,,706.8649667546975,1885.1296030980586,896.6618310714074,1846.4211954146656,1885.1296030980586,896.6618310714074,,,,9864.092827194421,13329.927376198002,8568.106954228058,4541.554388814916,13329.927376198002,8568.106954228058
Visibilities kernel bw0 [1],1.9009290153294387,112.69683142925896,2.4133983197906455,361.8194432907125,4.767783248940592,1018.3507326119224,2.0535388502151215,1.9041622676953964,3.144023082178767,3.665909623848318,1.7142582487181852,1.9041622676953964,3.144023082178767,3.665909623848318,1.7142582487181852,1.9041622676953964,3.144023082178767,3.665909623848318,6.535079026192501,15.6517869454469,18.640621919800655,116.31722739799808,9.583459333997325,16.58890652868908,3.2303873107249497,359.5283250169954,11.37616646888409,15.426585717717577,14.962754138272611,171.57656346097306,6.649859238057555,16.000250201121755,19.88778487203888,15.710165249445623,15.786061214351697,15.458979576862136,16.709187977722262,17.54470117603243,4.120613061517675,4.019376760082132,5.807371954484415,4.638014825266228,4.019376760082132,5.807371954484415,5.414117112394893,16.97210948412715,5.801627702642886,8.584944724412928,16.3522692039624,16.18280617321568,6.9094014690893,16.3522692039624,16.18280617321568
Visibilities kernel bw1 [1],3.768709208230856,150.4357652928651,3.5943165009085014,486.50500022969743,5.935234821749268,1502.115484891092,4.077031319447302,3.7891600748145366,6.163369890709935,8.580491455738757,3.411586895271359,3.7891600748145366,6.163369890709935,8.580491455738757,3.411586895271359,3.7891600748145366,6.163369890709935,8.580491455738757,14.444716386995081,34.2744570871336,31.985179373253303,162.39245470662595,10.425793691352938,39.64897909403583,5.027791943741849,444.1973131024952,14.24166368400991,36.12421125466588,34.28153767386264,274.52250153755693,14.784916743251102,35.45171094252842,34.77897340115195,34.76047488830244,35.06108827944759,33.78897580895211,33.195176303028745,35.94738637885795,4.5569537841144605,6.130611221611516,5.7751053641640615,8.234980889847051,6.130611221611516,5.7751053641640615,11.097979871442112,37.85488639506661,6.089110498564822,19.412038811935208,37.52361522236073,36.822544079635776,15.494818205472589,37.52361522236073,36.822544079635776
Visibilities kernel bw2 [1],7.37232335703566,272.76962639880134,4.7535388513804495,587.6175643250666,10.552277066868296,1963.2881899800968,8.004723979763927,7.487309542189724,18.5785843254671,32.64483894261877,6.744452516543306,7.487309542189724,18.5785843254671,32.64483894261877,6.744452516543306,7.487309542189724,18.5785843254671,32.64483894261877,25.95141228117129,62.06753143567669,56.301651820030784,211.19782817580622,13.471732724617363,68.93273016517443,6.397299424870447,580.1152366081936,19.293241420604012,58.56492649424425,54.349275999325386,343.1531269219461,26.742638283828516,64.98833471869608,63.131639139801045,62.957249367106336,63.7704235727622,60.39666778001344,57.365037125362534,63.92886110745956,6.301047156799592,10.959785900118138,6.060393250833359,14.543852370984236,10.959785900118138,6.060393250833359,19.61237045422062,66.61967030142769,10.846937492611598,34.66484535982423,66.41019215513798,64.54195552504166,27.441442862225028,66.41019215513798,64.54195552504166
Visibilities kernel bw3 [1],25.788111527105944,444.4376805351507,8.61784783103377,749.6815032740986,23.71148796174532,2822.4947020499226,28.25167499542608,26.86150243438664,76.67421270513952,115.85191092395316,20.767764236311727,26.86150243438664,76.67421270513952,115.85191092395316,20.767764236311727,26.86150243438664,76.67421270513952,115.85191092395316,54.114071110527874,124.52124181144455,107.25197912836036,261.76324823291196,24.32934006111591,147.59118402284136,8.709256423466405,692.0373819081176,31.26123168174342,165.37254574608545,147.14028008113556,686.3062538438923,59.44661463323382,144.71632454253142,137.5060308193598,130.66941816542558,133.5607897179136,122.04100394841045,123.76932416158952,144.6295450413719,13.870771424828934,24.198437257940242,13.622165019891641,32.22647586802361,24.198437257940242,13.622165019891641,43.51864379265397,146.43086288791616,23.753801247718737,78.60304893423114,147.86007593960682,140.60451383872052,61.19426250005857,147.86007593960682,140.60451383872052
Visibilities kernel bw4 [1],90.25759571651363,635.0350441589737,23.437246154885234,959.8064680508934,64.16279233566314,4153.875138888142,99.88993628062082,95.81092401827544,336.47566016065014,336.7884281076634,89.7135580417565,95.81092401827544,336.47566016065014,336.7884281076634,89.7135580417565,95.81092401827544,336.47566016065014,336.7884281076634,149.73224238297576,316.9327291398315,252.67289855177472,411.8747952756512,58.761258217481874,441.89066090679876,14.477291193214171,994.4465557829525,,,,,162.8229573190641,411.55961798060395,372.4773097798857,356.55420456889425,371.03545532222626,317.41961933823643,216.82330726621151,262.4090732958627,36.02899174123992,65.71087943166206,35.95029616656881,86.29287105033163,65.71087943166206,35.95029616656881,121.58175632816398,404.3484814274498,63.291278163236946,221.02014821509337,420.3490402023072,381.01859625431575,168.87095103371317,420.3490402023072,381.01859625431575
Visibilities kernel bw5 [1],,,44.2326976844872,1019.7626614815389,121.99736793456832,4747.749147198898,,,,,,,,,,,,,284.5043827531896,520.1309917949171,394.6050575014466,632.7388403064494,,,,,,,,,318.3141863553229,746.0016968115217,643.0442297340794,755.5309637954116,798.5693955382338,648.1194867807359,,,66.71253229560718,125.4275012335566,67.57871071730357,160.44786587146862,125.4275012335566,67.57871071730357,223.3957114439157,710.8366222542751,118.37581928405808,413.9435825862279,761.6315000804661,658.0223785221423,332.8751594502878,761.6315000804661,658.0223785221423
Visibilities kernel bw6 [1],,,100.1993071832516,1108.9561247246218,298.66307679592666,5539.40278682903,,,,,,,,,,,,,309.77774892273635,839.7705389832768,625.7986251413421,997.9967595427082,,,,,,,,,696.5077527762563,2195.899055179336,1735.9659830776811,1412.3392977158176,1520.1557260653378,1165.4713617089185,,,144.00887721628868,309.509491389941,161.79206397317805,374.60623364952426,309.509491389941,161.79206397317805,507.66462038881883,1976.4788239194054,280.7570324410104,978.6312527601799,2240.10219603215,1777.3771837327479,740.6700638131396,2240.10219603215,1777.3771837327479
Visibilities kernel bw7 [1],,,168.1868405376661,1766.036076721551,487.79165038058034,9111.79635005981,,,,,,,,,,,,,,,,,,,,,,,,,1318.8872517538769,4191.791207381168,3094.3858912030637,,,,,,229.7569272393956,509.25563380680023,268.71712884129806,622.2803860900141,509.25563380680023,268.71712884129806,890.3980631045363,3598.1461879610233,446.16101920948483,2083.3393107864486,4272.999581531205,3169.3849520304793,1424.321998426517,4272.999581531205,3169.3849520304793
Visibilities kernel bw8 [1],,,229.33028479969062,1541.802131194371,777.1215328203859,8069.7617388169865,,,,,,,,,,,,,,,,,,,,,,,,,1992.9284678892052,4775.825393366629,3384.018016919071,,,,,,324.2631753087781,815.3440106545079,388.2489512663432,839.2333404752485,815.3440106545079,388.2489512663432,1255.2166217370657,3981.155035933591,698.5773872076089,2379.460099487217,4865.946180567903,3466.7316771262454,2174.4557334478236,4865.946180567903,3466.7316771262454
Visibilities kernel bw9 [1],,,329.02882286926564,1326.1317242567343,1108.0302502398265,7029.30689193838,,,,,,,,,,,,,,,,,,,,,,,,,2262.6001090812574,10910.245173558882,7400.274637642082,,,,,,415.18145547702267,1169.2568445723655,509.42669651119314,1179.9572185512577,1169.2568445723655,509.42669651119314,1298.4290403503235,4095.2390705216094,720.8359337492996,4088.57754803081,11109.77269238494,7582.647768204385,2498.223613793692,11109.77269238494,7582.647768204385
Visibilities kernel bw10 [1],,,417.1418085951901,1168.825351343675,1225.5664582851844,6248.529767505168,,,,,,,,,,,,,,,,,,,,,,,,,3739.302969626891,12081.66715126637,7919.956864747349,,,,,,534.6459538084636,1299.6288691783104,668.4012742390032,1720.355497190684,1299.6288691783104,668.4012742390032,,,,4538.588380722055,12296.699057857171,8116.294469894486,4170.2850753103,12296.699057857171,8116.294469894486
Visibilities kernel bw11 [1],,,534.5936191455273,1048.4613004211633,1770.3744781542296,5639.615516675209,,,,,,,,,,,,,,,,,,,,,,,,,4038.05860569483,13102.120641308587,8359.949015383445,,,,,,706.8649667546975,1885.1296030980586,896.6618310714074,1846.4211954146656,1885.1296030980586,896.6618310714074,,,,9864.092827194421,13329.927376198002,8568.106954228058,4541.554388814916,13329.927376198002,8568.106954228058
Oversampling used pred0 [1],1.8875423776839284,53.1507803815441,2.386806665596204,63.78544274809844,4.629448893870169,63.99999306179715,2.0366413702794404,1.8907049649003653,3.0916737413454527,3.5902189351256766,1.704678135078467,1.8907049649003653,3.0916737413454527,3.5902189351256766,1.704678135078467,1.8907049649003653,3.0916737413454527,3.5902189351256766,6.259067387224306,13.981489078034784,16.281273246678452,53.75204816387432,8.96555044064823,14.71424659823252,3.1744585227685818,63.77755987599019,10.497565749366387,13.803781023016384,13.43577603484458,59.707651089820196,6.363345607505423,14.255225067184448,17.20936163915509,14.027453082782522,14.087146426292925,13.829382096258236,14.807517041021903,15.450549990566458,4.021258090190763,3.9255573894890574,5.593539029360507,4.507992828982246,3.9255573894890574,5.593539029360507,5.230698548891631,15.010781430768333,5.5882551942285374,8.093295559789944,14.53023322789511,14.398033754195566,6.598446777303849,14.53023322789511,14.398033754195566
