Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Ionospheric calibration [MB],0.0,58.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600
Bandpass calibration [MB],0.0,16.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bandpass process interval [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],3.292092432384001,2.018807181765414,2.018807181765414,0.37386856785626965,0.37386856785626965,0.7477371357125393,3.292092432384001,3.292092432384001,0.00018166238341372638,3.123330416639999,3.123330416639999,3.123330416639999,1.5616652083199996,1.5616652083199996,3.123330416639999,3.123330416639999,3.123330416639999,0.00043379589119999987,3.123330416639999,3.123330416639999,3.123330416639999,0.9791331546538908,0.9791331546538908,1.9582663093077817,3.123330416639999,3.123330416639999,0.00031699001123368945,3.123330416639999,3.123330416639999,3.123330416639999,0.6890841747134411,0.6890841747134411,1.3781683494268822,3.123330416639999,3.123330416639999,0.00022308794309662487,3.123330416639999,1.698828673679929,1.698828673679929,0.3145994018812811,0.3145994018812811,0.6291988037625622,3.123330416639999,3.123330416639999,0.00010185015908944967,3.123330416639999,3.123330416639999,3.123330416639999,1.184611290389301,1.184611290389301,2.369222580778602,3.123330416639999,3.123330416639999,0.00038351265315166315
Total buffer ingest rate [TeraBytes/s],0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705
Cleaning memory [PetaBytes],(undefined),0.015179375202229896,(undefined),0.0020822188206076676,0.0020822188206076676,0.011898393260615243,13.537727443188897,(undefined),(undefined),(undefined),0.3084212182632336,(undefined),0.04230743734749433,0.04230743734749433,0.4230743734749433,693.1650535013471,(undefined),(undefined),(undefined),0.20189987671011375,(undefined),0.027695456338835907,0.027695456338835907,0.2564394105447769,605.0164755406499,(undefined),(undefined),(undefined),0.13742132837557602,(undefined),0.013090737728202254,0.013090737728202254,0.26181475456404507,428.95729387773144,(undefined),(undefined),(undefined),0.06639340092416032,(undefined),0.006324626669349213,0.006324626669349213,0.25298506677396854,414.49073340247,(undefined),(undefined),(undefined),0.21809907244328539,(undefined),0.02077608905304883,0.02077608905304883,0.2770145207073177,453.8605907268693,(undefined),(undefined)
Working (cache) memory [TeraBytes],5.064335387596523,0.00040488178118518924,0.00040488178118518924,4.574963986497719e-05,4.574963986497719e-05,4.574963986497719e-05,0.0003157452083276002,5.064335387596523,7.158349091275741e-05,28.353886635608,0.006478227515246164,0.006478227515941921,0.000529934629391,0.0005335374884406969,0.000529934629391,0.019275281966485855,28.353886635608,0.002350053334911455,2.2948495487520177,0.003334232003036697,0.0033342317297559965,0.00023070748981469832,0.0003180841054163599,0.00034778976322711013,0.006990034166375157,2.2948495487520177,0.00021545226541462196,0.04527027825911691,0.0008979259635584184,0.0008979259541417596,2.753414653289379e-05,4.634827194046552e-05,2.5865344581471623e-05,0.002121595848752381,0.04527027825911691,4.819649313464732e-06,0.0034320508218362374,0.00042235613771062245,0.0004223561016182707,1.2943961548073688e-05,2.178431709785534e-05,1.2160393511588329e-05,0.000517074914842947,0.0034320508218362374,3.80593962436689e-07,0.056434931708926,0.0007427129954664313,0.0007427129954600975,2.487324391447774e-05,4.218551202089802e-05,2.3479835961566653e-05,0.0029650336929394213,0.056434931708926,6.036457085921291e-06
Visibility I/O Rate [TeraBytes/s],0.914470120106667,5.607797727126149,1.12155954542523,1.2462285595208986,1.2462285595208986,2.4924571190417972,10.973641441280003,10.973641441280003,0.36332476682745274,0.8675917823999998,8.675917823999997,1.7351835647999996,5.205550694399998,5.205550694399998,10.411101388799995,10.411101388799995,10.411101388799995,0.8675917823999998,0.8675917823999998,8.675917823999997,1.7351835647999996,3.2637771821796364,3.2637771821796364,6.527554364359273,10.411101388799995,10.411101388799995,0.633980022467379,0.8675917823999998,8.675917823999997,1.7351835647999996,2.2969472490448037,2.2969472490448037,4.5938944980896075,10.411101388799995,10.411101388799995,0.44617588619324977,0.8675917823999998,4.718968537999802,0.9437937075999606,1.0486646729376037,1.0486646729376037,2.0973293458752074,10.411101388799995,10.411101388799995,0.20370031817889936,0.8675917823999998,8.675917823999997,1.7351835647999996,3.94870430129767,3.94870430129767,7.89740860259534,10.411101388799995,10.411101388799995,0.7670253063033263
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.6323672603670755,5.527363061771398,0.6128864569061103,1.9161495233826729,1.7530822569163813,1.9428447460171931,14.006351345309769,0.5193047194555733,0.2576160718085793,0.6036604152474057,10.54672205714298,1.170370927027015,7.895512537995012,7.1186797528590535,7.44028301323581,38.37083742281316,0.12366797864959994,0.6738124956170041,0.6036604152474057,8.276946199672253,0.9186082938020661,4.796196803735174,4.410119767203992,4.547579226031523,26.832573093005063,0.12366797864959994,0.4955783716086974,0.6036604152474057,7.026281438482028,0.7799381025464668,3.2532059406710183,3.054741373274762,3.123363311857247,17.537744149790367,0.12366797864959994,0.3627733977046765,0.6036604152474057,3.7245934406518044,0.41344275467980757,1.4820353460794802,1.3937484464786438,1.4252934724385586,14.072990789940249,0.12366797864959994,0.18931197609299366,0.6036604152474057,7.497323533182564,0.8321365539885037,5.506272142493017,5.224908901997217,5.3330476949607855,17.585541161924404,0.12366797864959994,0.5929246934087428
-> Gridding Kernel Update [PetaFLOP/s],,0.5003650757276877,0.055596119524235446,0.04377160674581504,0.0430839746226026,0.08496291735799956,0.4990998761853578,,0.0013121481055755947,,0.37504794152105086,0.041671993504416395,0.027846488329005468,0.02942352686403351,0.051213208445517244,1.5156925031884454,,0.00040726371379450483,,0.15563428165876467,0.017292697337218037,0.013977091464317188,0.010180835121875606,0.00855914892092856,0.5423505911746536,,7.958631815644334e-05,,0.06516464948936355,0.0072405165853146845,0.0017800251964078077,0.00205545389231952,0.0035086809901652503,0.10811695622817427,,3.825309302180908e-05,,0.029333186313947823,0.00325924283609636,0.0008056123320078789,0.0009259179327532628,0.001588775387462884,0.026577481721460107,,1.706415741953684e-05,,0.0943814996538956,0.010486833294856559,0.0027442079892356468,0.0030561491975027856,0.005435071971731915,0.17177288156034107,,6.530666092933383e-05
-> Degridding Kernel Update [PetaFLOP/s],,0.5003650757276877,0.055596119524235446,0.04377160674581504,0.0430839746226026,0.08496291735799956,0.4990998761853578,,0.0013121481055755947,,0.37504794152105086,0.041671993504416395,0.027846488329005468,0.02942352686403351,0.051213208445517244,1.5156925031884454,,0.00040726371379450483,,0.15563428165876467,0.017292697337218037,0.013977091464317188,0.010180835121875606,0.00855914892092856,0.5423505911746536,,7.958631815644334e-05,,0.06516464948936355,0.0072405165853146845,0.0017800251964078077,0.00205545389231952,0.0035086809901652503,0.10811695622817427,,3.825309302180908e-05,,0.029333186313947823,0.00325924283609636,0.0008056123320078789,0.0009259179327532628,0.001588775387462884,0.026577481721460107,,1.706415741953684e-05,,0.0943814996538956,0.010486833294856559,0.0027442079892356468,0.0030561491975027856,0.005435071971731915,0.17177288156034107,,6.530666092933383e-05
-> Average [PetaFLOP/s],0.00030601641983999994,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,
-> Visibility Weighting [PetaFLOP/s],,0.0008774607639387945,9.749564043764384e-05,7.944264740494452e-05,7.944264740494452e-05,0.00015888529480988903,0.0016516118510884372,,1.4740449181011487e-05,,0.0019631322949050143,0.00021812581054500162,0.00018289514251529183,0.00018289514251529183,0.00036579028503058367,0.005252545415547313,,1.6610273184708557e-05,,0.0011082040464388495,0.00012313378293764995,9.199663294939779e-05,9.433537606262513e-05,0.00016926334079517125,0.005048449531480396,,9.109116636118268e-06,,0.0007736116060678187,8.595684511864652e-05,5.9561195476861966e-05,5.9561195476861966e-05,0.00011912239095372393,0.0011955647265367239,,6.410719295823568e-06,,0.00035311146427134595,3.923460714126066e-05,2.7190497762023343e-05,2.7190497762023343e-05,5.438099552404669e-05,0.0011955647265367239,,2.926795732738591e-06,,0.0014946658180329138,0.00016607397978143487,0.00010241960451675375,0.00010241960451675375,0.0002048392090335075,0.0011955647265367239,,1.1024663227374318e-05
-> Phase Rotation Predict [PetaFLOP/s],,0.14720469033706143,0.016356076704117935,0.026655444189752554,0.0053310888379505105,0.010662177675901021,0.0,,0.0,,0.44637597204479984,0.04959733022719999,0.2505171271679999,0.05010342543359999,0.10020685086719998,0.17814551265279996,,0.0,,0.3279496937471999,0.036438854860799993,0.157069276892395,0.013961713501546224,0.0,0.17814551265279996,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0,,0.12387292412249483,0.013763658235832758,0.0,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0
-> Grid [PetaFLOP/s],,0.18842712834366604,0.020936347593498005,0.08115248857726512,0.016073781068378583,0.0318710372791475,0.6907239882101626,,0.0010954004707392508,,0.6914707250970957,0.07683008056930951,0.24027430707243558,0.05030479249171647,0.08953364336061052,3.6918601923394707,,0.0034673217531007695,,0.38681850251934796,0.04297983235695245,0.11066524705140827,0.03095118899710192,0.07912078725275003,2.5032197536105967,,0.0007554772472754323,,0.22456529805749817,0.024951699707197364,0.08246474457716428,0.01932857072948511,0.03242785376451197,1.728571326618907,,0.0002880724677019992,,0.10070634438827221,0.011189593545984308,0.03701917146180695,0.008645844414956168,0.01456343381802303,1.1462071643557956,,0.00012233431434624823,,0.37604762534868463,0.04178306948310272,0.124932433274659,0.028524776571931,0.049340739387608044,1.6581624483522501,,0.0004898564974955897
-> Reprojection Predict [PetaFLOP/s],,0.04728636258129989,0.0052540402877310375,0.003804758407697224,0.00011490852929199103,0.0023090067020247545,0.0032089220374506666,,,,0.6204278090076272,0.06893642321980537,0.05986920874535839,0.0013833530187533439,0.02749355241911056,0.01653097873235233,,,,0.3017792382833899,0.03353102768779441,0.02447125654684733,0.0008350969030030897,0.018349267195068557,0.007887605488003097,,,,0.1258991922173016,0.01398879920000073,0.019627097369757457,0.00038992600121886585,0.008070585406127775,0.005813016039582984,,,,0.05519891652078482,0.0061332131780848205,0.008607467455058028,0.00017101329080740322,0.0035392438197524145,0.0033976363081737286,,,,0.159961163976459,0.01777346266411794,0.02398700087954143,0.00047488264241551416,0.009842335525458887,0.005857141210176629,,
-> Solve [PetaFLOP/s],,0.011273924241878968,0.0009349852760570249,,,,,,,,0.017353312666794664,0.0014460161093119998,,,,,,,,0.017352943412096,0.0014460086579839997,,,,,,,,0.01735257415739733,0.0014460012066559997,,,,,,,,0.009438306330698271,0.0007865022076613005,,,,,,,,0.017352943412096,0.0014460086579839997,,,,,,
-> FFT [PetaFLOP/s],,0.012915607323760068,0.001435067480669054,0.005153837486392103,0.0012452194274898646,0.0031277269203613457,1.5018288327822895,,0.00062060129302207,,0.19540260735830564,0.021711400816561425,0.0930178428567838,0.017194349671285036,0.042716297610895786,8.191286518875712,,0.026311033986728634,,0.09579492446334392,0.010643880880613106,0.03778051131461159,0.010705068527866133,0.030754578666884358,3.883039338515595,,0.022824017497251745,,0.04066465254303357,0.004518294747915958,0.032925676469647294,0.005233000935948107,0.013538908937817326,3.195435720569398,,0.023324412280742515,,0.017801584938077777,0.0019779539566125983,0.014418260989306615,0.002291697782071678,0.005928543019700181,1.8649376521053989,,0.022502690033077803,,0.05179668932336527,0.00575518770261782,0.04033733107804506,0.006388626395280368,0.016551195735780934,3.227504364260273,,0.024741756567923014
-> Receive [PetaFLOP/s],0.00015303096547555553,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,
-> Subtract Image Component [PetaFLOP/s],,0.00117497863,,7.180424961111111e-05,7.180424961111111e-05,0.0008206199955555555,1.3445038007182222,,,,0.00067141636,,4.1030999777777776e-05,4.1030999777777776e-05,0.0008206199955555555,1.3445038007182222,,,,0.0005035622699999999,,3.0773249833333334e-05,3.0773249833333334e-05,0.0008206199955555555,1.3445038007182222,,,,0.00033570818,,2.0515499888888888e-05,2.0515499888888888e-05,0.0008206199955555555,1.3445038007182222,,,,0.00016785409,,1.0257749944444444e-05,1.0257749944444444e-05,0.0008206199955555555,1.3445038007182222,,,,0.0005035622699999999,,3.0773249833333334e-05,3.0773249833333334e-05,0.0008206199955555555,1.3445038007182222,,
-> Flag [PetaFLOP/s],0.01063407058944,0.05867158372005733,0.006519064857784147,0.013280123087394576,0.013280123087394576,0.02656024617478915,0.11693786660864,0.11693786660864,0.002111825207184569,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.05547164958719997,0.05547164958719997,0.11094329917439993,0.11094329917439993,0.11094329917439993,0.005042877235199998,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.03477962559760175,0.03477962559760175,0.0695592511952035,0.11094329917439993,0.11094329917439993,0.0036850088805916387,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.02447684412263369,0.02447684412263369,0.04895368824526738,0.11094329917439993,0.11094329917439993,0.002593397338498263,0.01015215180068571,0.04937220832882293,0.00548580092542477,0.011174832920991338,0.011174832920991338,0.022349665841982676,0.11094329917439993,0.11094329917439993,0.0011840080994148523,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.04207838021070328,0.04207838021070328,0.08415676042140656,0.11094329917439993,0.11094329917439993,0.0044583345928880845
-> Degrid [PetaFLOP/s],,0.18842712834366604,0.020936347593498005,0.08115248857726512,0.016073781068378583,0.0318710372791475,0.6907239882101626,,0.0010954004707392508,,0.6914707250970957,0.07683008056930951,0.24027430707243558,0.05030479249171647,0.08953364336061052,3.6918601923394707,,0.0034673217531007695,,0.38681850251934796,0.04297983235695245,0.11066524705140827,0.03095118899710192,0.07912078725275003,2.5032197536105967,,0.0007554772472754323,,0.22456529805749817,0.024951699707197364,0.08246474457716428,0.01932857072948511,0.03242785376451197,1.728571326618907,,0.0002880724677019992,,0.10070634438827221,0.011189593545984308,0.03701917146180695,0.008645844414956168,0.01456343381802303,1.1462071643557956,,0.00012233431434624823,,0.37604762534868463,0.04178306948310272,0.124932433274659,0.028524776571931,0.049340739387608044,1.6581624483522501,,0.0004898564974955897
-> IFFT [PetaFLOP/s],,0.06457803661880034,0.007175337403345271,0.005153837486392103,0.0062260971374493235,0.0031277269203613457,0.004583217873481109,,0.00062060129302207,,0.9770130367915282,0.10855700408280713,0.0930178428567838,0.08597174835642518,0.042716297610895786,0.02499782262840488,,0.026311033986728634,,0.47897462231671967,0.053219404403065516,0.03778051131461159,0.053525342639330654,0.030754578666884358,0.011850095637559798,,0.022824017497251745,,0.20332326271516785,0.02259147373957979,0.032925676469647294,0.026165004679740533,0.013538908937817326,0.00975169592458923,,0.023324412280742515,,0.08900792469038887,0.00988976978306299,0.014418260989306615,0.01145848891035839,0.005928543019700181,0.005691338049638059,,0.022502690033077803,,0.25898344661682643,0.028775938513089093,0.04033733107804506,0.03194313197640184,0.016551195735780934,0.009849561658509134,,0.024741756567923014
-> Phase Rotation [PetaFLOP/s],,0.14720469033706143,0.016356076704117935,0.0053310888379505105,0.0053310888379505105,0.010662177675901021,0.0,,0.0,,0.44637597204479984,0.04959733022719999,0.05010342543359999,0.05010342543359999,0.10020685086719998,0.17814551265279996,,0.0,,0.3279496937471999,0.036438854860799993,0.031413855378479,0.013961713501546224,0.0,0.17814551265279996,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0,,0.12387292412249483,0.013763658235832758,0.0,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0
-> Subtract Visibility [PetaFLOP/s],,0.0004205848295344612,4.673164772605124e-05,9.519801496340196e-05,9.519801496340196e-05,0.0001903960299268039,0.0008382642767644445,,1.5138531951143863e-05,,0.0006506938367999997,7.229931519999996e-05,0.00039764623359999984,0.00039764623359999984,0.0007952924671999997,0.0007952924671999997,,3.614965759999998e-05,,0.0006506938367999997,7.229931519999996e-05,0.00024931631252761107,0.00024931631252761107,0.0004986326250552221,0.0007952924671999997,,2.6415834269474108e-05,,0.0006506938367999997,7.229931519999996e-05,0.00017546124819092248,0.00017546124819092248,0.00035092249638184496,0.0007952924671999997,,1.859066192471873e-05,,0.00035392264034998517,3.932473781666502e-05,8.01063291827336e-05,8.01063291827336e-05,0.0001602126583654672,0.0007952924671999997,,8.487513257454136e-06,,0.0006506938367999997,7.229931519999996e-05,0.0003016371341269053,0.0003016371341269053,0.0006032742682538105,0.0007952924671999997,,3.195938776263859e-05
-> Demix [PetaFLOP/s],0.62127414239232,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,
-> Identify Component [PetaFLOP/s],,0.0073509142140395336,,0.00014483202523860492,0.00014483202523860492,0.0008276115727920281,0.3440808113908311,,,,0.008373129841857323,,0.00020949963846701055,0.00020949963846701055,0.0020949963846701057,5.78532372790039,,,,0.0046291276784183235,,0.00015475366376534161,7.782053918200827e-05,0.00035584054995686673,5.733527020765365,,,,0.002164244071334411,,1.794995694285389e-05,1.794995694285389e-05,0.0003589991388570778,0.5881841891034363,,,,0.0010810079667904616,,8.845268848442379e-06,8.845268848442379e-06,0.00035381075393769513,0.5796835392515197,,,,0.0032521195107900404,,2.7594796902966725e-05,2.7594796902966725e-05,0.0003679306253728897,0.6028175366109425,,
-> Source Find [PetaFLOP/s],,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,
-> Reprojection [PetaFLOP/s],,0.009457272516259975,0.0010508080575462077,0.003804758407697224,0.00011490852929199103,0.0023090067020247545,1.0514995732318342,,,,0.12408556180152541,0.01378728464396107,0.05986920874535839,0.0013833530187533439,0.02749355241911056,5.416871111017211,,,,0.06035584765667798,0.0067062055375588835,0.02447125654684733,0.0008350969030030897,0.018349267195068557,2.5846105663088546,,,,0.02517983844346032,0.0027977598400001453,0.019627097369757457,0.00038992600121886585,0.008070585406127775,1.9048090958505524,,,,0.011039783304156964,0.001226642635616964,0.008607467455058028,0.00017101329080740322,0.0035392438197524145,1.1133374654623673,,,,0.03199223279529179,0.0035546925328235886,0.02398700087954143,0.00047488264241551416,0.009842335525458887,1.9192680317506783,,
-> Image Spectral Fitting [PetaFLOP/s],,,,,5.826314363727191e-06,,,,,,,,,0.00020716782889175457,,,,,,,,,0.00018082266128157342,,,,,,,,,0.00018461296796182667,,,,,,,,,0.00017838690605856747,,,,,,,,,0.00019533075178080085,,,,
-> Correct [PetaFLOP/s],,0.20188071817654138,0.022431190908504598,0.045695047182432946,0.045695047182432946,0.09139009436486589,0.40236685284693335,0.40236685284693335,0.0018166238341372635,,0.010411101388799995,0.0011567890431999994,0.006362339737599997,0.006362339737599997,0.012724679475199995,0.012724679475199995,0.012724679475199995,0.00014459863039999993,,0.010411101388799995,0.0011567890431999994,0.003989061000441778,0.003989061000441778,0.007978122000883556,0.012724679475199995,0.012724679475199995,0.00010566333707789643,,0.010411101388799995,0.0011567890431999994,0.0028073799710547596,0.0028073799710547596,0.005614759942109519,0.012724679475199995,0.012724679475199995,7.436264769887493e-05,,0.005662762245599763,0.0006291958050666403,0.0012817012669237376,0.0012817012669237376,0.002563402533847475,0.012724679475199995,0.012724679475199995,3.3950053029816546e-05,,0.010411101388799995,0.0011567890431999994,0.004826194146030485,0.004826194146030485,0.00965238829206097,0.012724679475199995,0.012724679475199995,0.00012783755105055437
-> DFT [PetaFLOP/s],,3.4394818293234586,0.3821646477026065,1.5570311607135852,1.5570311607135852,1.5570311607135852,6.855203862901193,,0.2476014440474515,,5.473809188220342,0.6082010209133714,6.690211230047085,6.690211230047085,6.690211230047085,6.690211230047085,,0.6082010209133714,,5.473809188220342,0.6082010209133714,4.194629932252809,4.194629932252809,4.194629932252809,6.690211230047085,,0.4444340123147551,,5.473809188220342,0.6082010209133714,2.9520531414508766,2.9520531414508766,2.9520531414508766,6.690211230047085,,0.31277916065432604,,2.977291148467434,0.3308101276074927,1.3477513875694687,1.3477513875694687,1.3477513875694687,6.690211230047085,,0.1427984266218716,,5.473809188220342,0.6082010209133714,5.074903196907941,5.074903196907941,5.074903196907941,6.690211230047085,,0.5377016977611182
